,name,sector,industry,country,mktCap,fullTimeEmployees
CCX.AX,error,,,,,
CCZ.AX,error,,,,,
CD1.AX,error,,,,,
CD2.AX,error,,,,,
CD3.AX,error,,,,,
CDA.AX,CODAN FPO,Technology,Scientific & Technical Instruments,Australia,3225642496,450
CDD.AX,CARDNO FPO,Industrials,Engineering & Construction,Australia,316438464,4400
CDH.AX,error,,,,,
CDM.AX,error,,,,,
CDP.AX,CARINDALE UNIT,Real Estate,REIT—Retail,Australia,303800000,
CDT.AX,error,,,,,
CDV.AX,error,,,,,
CDX.AX,error,,,,,
CDY.AX,error,,,,,
CE1.AX,error,,,,,
CEL.AX,error,,,,,
CEN.AX,CONTACT EN FPO NZX,Utilities,Utilities—Independent Power Producers,New Zealand,5374554112,821
CETF.AX,VE CHINA ETF UNITS,,,,,
CFE.AX,error,,,,,
CFO.AX,error,,,,,
CG1.AX,error,,,,,
CGA.AX,error,,,,,
CGB.AX,error,,,,,
CGC.AX,COSTA GRP FPO,Consumer Defensive,Farm Products,Australia,1868175360,
CGF.AX,CHALLENGER FPO,Financial Services,Insurance—Life,Australia,3454651392,709
CGL.AX,error,,,,,
CGM.AX,error,,,,,
CGN.AX,error,,,,,
CGO.AX,error,,,,,
CGR.AX,error,,,,,
CGS.AX,error,,,,,
CHC.AX,CHARTER HG STP FORUS,Real Estate,REIT—Diversified,Australia,19562620928,447
CHK.AX,error,,,,,
CHN.AX,CHALICE FPO,Basic Materials,Other Industrial Metals & Mining,Australia,2386185728,
CHZ.AX,CHESSER FPO,Basic Materials,Other Industrial Metals & Mining,Australia,60952776,
CI1.AX,error,,,,,
CIA.AX,CHAMP IRON FPO,Basic Materials,Other Industrial Metals & Mining,Australia,3360551168,
CIE.AX,error,,,,,
CII.AX,error,,,,,
CIM.AX,CIMIC FPO,Industrials,Engineering & Construction,Australia,6039142400,32579
CIN.AX,error,,,,,
CINPA.AX,error,,,,,
CIO.AX,error,,,,,
CIP.AX,CEN I REIT ORD UNIT,Real Estate,REIT—Industrial,Australia,1920288256,
CIW.AX,error,,,,,
CKA.AX,error,,,,,
CKF.AX,COLLINS FD FPO,Consumer Cyclical,Restaurants,Australia,1325526016,13500
CL1.AX,error,,,,,
CL8.AX,error,,,,,
CLA.AX,error,,,,,
CLB.AX,error,,,,,
CLF.AX,error,,,,,
CLH.AX,error,,,,,
CLI.AX,error,,,,,
CLQ.AX,error,,,,,
CLT.AX,error,,,,,
CLV.AX,CLOVER FPO,Consumer Defensive,Packaged Foods,Australia,312662784,49
CLW.AX,CHTR H LWR STAPLED,Real Estate,REIT—Diversified,Australia,8397205504,
CLX.AX,CTI LOGIST FPO,Industrials,Integrated Freight & Logistics,Australia,65278412,
