,name,sector,industry,country,mktCap,fullTimeEmployees
BRI.AX,BIG RIVER FPO,Basic Materials,Lumber & Wood Production,Australia,113677696,
BRK.AX,BROOKSIDE FPO,Energy,Oil & Gas E&P,Australia,31377738,
BRL.AX,BATHURST FPO,Basic Materials,Coking Coal,New Zealand,70090320,
BRN.AX,BRAINCHIP FPO,Technology,Semiconductors,Australia,1034884928,42
BRU.AX,BURUENERGY FPO,Energy,Oil & Gas E&P,Australia,66971468,
BRV.AX,BIGRIVGOLD FPO,Basic Materials,Gold,Australia,92115664,
BSA.AX,BSA AUST FPO,Industrials,Engineering & Construction,Australia,121328200,
BSE.AX,BASEIRON FPO,Basic Materials,Other Industrial Metals & Mining,Australia,353403008,
BSL.AX,BLUESCOPE FPO,Basic Materials,Steel,Australia,9763760128,14000
BSM.AX,BASSMETALS FPO,Basic Materials,Other Industrial Metals & Mining,Australia,44238480,
BSP.AX,delisted,,,,,
BSR.AX,BASSARI FPO,Basic Materials,Gold,Australia,31040882,
BSX.AX,BLACKSTONE FPO,Basic Materials,Other Industrial Metals & Mining,Australia,143806080,
BTC.AX,BTC HEALTH FPO,Healthcare,Biotechnology,Australia,19690560,
BTH.AX,BIGTINCAN FPO,Technology,Software—Application,Australia,375747200,
BTI.AX,BAILADOR FPO,Financial,Asset Management,Australia,173758368,
BUB.AX,BUBS AUST FPO,Consumer Defensive,Packaged Foods,Australia,309451872,41
BUD.AX,BUDDY FPO,Technology,Software—Infrastructure,Australia,128859832,
BUG.AX,delisted,,,,,
BUX.AX,BUXTONRES FPO,Basic Materials,Other Industrial Metals & Mining,Australia,9523851,
BUY.AX,BOUNTY OIL FPO,Energy,Oil & Gas E&P,Australia,21928000,
BVS.AX,BRAVURA FPO,Technology,Software—Application,Australia,650043968,1442
BWF.AX,BLACKWALL FPO,Financial Services,Asset Management,Australia,30307872,30
BWP.AX,BWP TRUST ORD UNITS,Real Estate,REIT—Industrial,Australia,2543840768,
BWR.AX,WOTSO STAPLED,Real Estate,REIT—Diversified,Australia,219835344,
BWX.AX,BWXLIMITED FPO,Consumer Defensive,Household & Personal Products,Australia,667023488,310
BXB.AX,BRAMB LTD FPO,Industrials,Specialty Business Services,Australia,15193190400,12000
BXN.AX,BIOXYNE FPO,Healthcare,Biotechnology,Australia,7681740,
BYE.AX,BYRON ENER FPO,Energy,Oil & Gas E&P,Australia,145642000,
BYH.AX,BRYAH RES FPO,Basic Materials,Other Industrial Metals & Mining,Australia,9365940,
BYI.AX,BEYOND INT FPO,Communication Services,Entertainment,Australia,36802200,112
C6C.AX,COPPERMTN CDI 1:1,Basic Materials,Copper,Canada,624146944,
CA8.AX,delisted,,,,,
CAA.AX,CAPRAL FPO,Basic Materials,Aluminum,Australia,101860608,800
CAD.AX,CAENEUS FPO,Basic Materials,Other Industrial Metals & Mining,Australia,35882908,
CAE.AX,CANNINDAH FPO,Basic Materials,Other Precious Metals & Mining,Australia,12826398,
CAF.AX,C ALLIANCE FPO,Financial Services,Asset Management,Australia,33906508,
CAG.AX,CAPE RANGE FPO,Technology,Software—Application,Australia,18032578,
CAI.AX,CALIDUSRES FPO,Basic Materials,Gold,Australia,148926608,
CAJ.AX,CAPITOL H FPO,Healthcare,Medical Care Facilities,Australia,349332992,
CAM.AX,CLIME CAP FPO,Financial Services,Asset Management,Australia,115208880,
CAN.AX,CANN GROUP FPO,Healthcare,Drug Manufacturers—Specialty & Generic,Australia,158371072,
CAP.AX,CARPENTARI FPO,Basic Materials,Other Industrial Metals & Mining,Australia,11437921,
CAQ.AX,CAQHOLDLTD FPO,Real Estate,Real Estate—Development,Hong Kong,22251366,
CAR.AX,CARSALES FPO,Communication Services,Internet Content & Information,Australia,4442339840,1200
CAT.AX,CATAPULT FPO,Technology,Scientific & Technical Instruments,Australia,380820800,330
CAU.AX,CRONOS FPO,Healthcare,Drug Manufacturers—Specialty & Generic,Australia,18025000,
CAV.AX,CARNAVALE FPO,Basic Materials,Other Industrial Metals & Mining,Australia,21080070,
CAY.AX,CANYON FPO,Basic Materials,Other Industrial Metals & Mining,Australia,68629440,
CAZ.AX,CAZALY RES FPO,Basic Materials,Other Industrial Metals & Mining,Australia,14916333,
CBA.AX,CWLTH BANK FPO,Financial Services,Banks—Diversified,Australia,152572592128,42720
CBE.AX,COBRE FPO,Basic Materials,Other Industrial Metals & Mining,Australia,19858990,
CBR.AX,CARBON REV FPO,Consumer Cyclical,Auto Parts,Australia,365987520,600
CBY.AX,CANTERBURY FPO,Basic Materials,Other Precious Metals & Mining,Australia,11745825,
CCA.AX,CHANGEFL FPO,Technology,Information Technology Services,Australia,44303052,
CCE.AX,CARNEGIE FPO,Utilities,Utilities—Renewable,Australia,65394000,
CCG.AX,COMMS GRP FPO,Technology,Information Technology Services,Australia,24844088,
CCJ.AX,COUNTY INT FPO,Energy,Thermal Coal,Australia,957400,
CCL.AX,CC AMATIL FPO,Consumer Defensive,Beverages—Non-Alcoholic,Australia,9737799680,11000
CCP.AX,CREDITCORP FPO,Financial Services,Credit Services,Australia,2271908352,1908
CCV.AX,CASH CONV FPO,Consumer Cyclical,Specialty Retail,Australia,141780752,
CCX.AX,CITYCHIC FPO,Consumer Cyclical,Apparel Retail,Australia,932945024,640
CCZ.AX,CASTILLOCO FPO,Basic Materials,Other Industrial Metals & Mining,Australia,41776132,
CD1.AX,CD PRIEQU1 UNITS,Financial Services,Asset Management,United States,37453152,
CD2.AX,CD PRIEQU2 UNITS,Financial Services,Asset Management,United States,63468500,
CD3.AX,CD PRIEQU3 UNITS,Financial Services,Asset Management,United States,70227688,
CDA.AX,CODAN FPO,Technology,Scientific & Technical Instruments,Australia,2824918784,450
CDD.AX,CARDNO FPO,Industrials,Engineering & Construction,Australia,222711504,4400
CDH.AX,CHONGHERR FPO,Basic Materials,Building Materials,Australia,260414,
CDM.AX,CADENCE FPO,Financial Services,Asset Management,Australia,313487936,
CDP.AX,CARINDALE UNIT,Real Estate,REIT—Retail,Australia,303100000,
CDT.AX,CASTLE MIN FPO,Basic Materials,Gold,Australia,8790012,
CDV.AX,CARDINAL FPO,Basic Materials,Gold,Australia,595927296,58
CDX.AX,CARDIEXLTD FPO,Healthcare,Medical Devices,Australia,63781320,
CDY.AX,CELLMID FPO,Healthcare,Biotechnology,Australia,10304172,
CE1.AX,CALIMA FPO,Energy,Oil & Gas E&P,Australia,22071198,
CEL.AX,CHAL EXP FPO,Basic Materials,Other Precious Metals & Mining,Australia,218786496,
CEN.AX,CONTACT EN FPO NZX,Utilities,Utilities—Independent Power Producers,New Zealand,4747356160,821
CETF.AX,error,,,,,
CFE.AX,delisted,,,,,
CFO.AX,CFOAM FPO,Basic Materials,Specialty Chemicals,Australia,11401752,
CG1.AX,CARBONXT FPO,Basic Materials,Specialty Chemicals,United States,23400300,
CGA.AX,CONTANGOAM FPO,Financial Services,Asset Management,Australia,40841916,
CGB.AX,CANNGLOBAL FPO,Healthcare,Drug Manufacturers—Specialty & Generic,Australia,45662160,
CGC.AX,COSTA GRP FPO,Consumer Defensive,Farm Products,Australia,1928309760,
CGF.AX,CHALLENGER FPO,Financial Services,Insurance—Life,Australia,4313243648,709
CGL.AX,delisted,,,,,
CGM.AX,COUGAR FPO,Basic Materials,Gold,Australia,1176580,
CGN.AX,CRATERGOLD FPO,Basic Materials,Gold,Australia,25777500,
CGO.AX,CPT GLOBAL FPO,Technology,Information Technology Services,Australia,17281836,139
CGR.AX,delisted,,,,,
CGS.AX,COGSTATE FPO,Healthcare,Health Information Services,Australia,153889200,163
CHC.AX,CHARTER HG STP FORUS,Real Estate,REIT—Diversified,Australia,18235156480,447
CHK.AX,COHIBA FPO,Basic Materials,Other Industrial Metals & Mining,Australia,27809200,
CHN.AX,CHALICE FPO,Basic Materials,Other Industrial Metals & Mining,Australia,1722203520,
CHZ.AX,CHESSER FPO,Basic Materials,Other Industrial Metals & Mining,Australia,72134560,
CI1.AX,CREDITL FPO,Industrials,Specialty Business Services,Hong Kong,45521100,
CIA.AX,CHAMP IRON FPO,Basic Materials,Other Industrial Metals & Mining,Australia,2568683264,
CIE.AX,CNTNGO INC FPO,Financial,Asset Management,Australia,,
CII.AX,CI RES FPO,Basic Materials,Other Industrial Metals & Mining,Australia,104022896,
CIM.AX,CIMIC FPO,Industrials,Engineering & Construction,Australia,5597102080,32579
CIN.AX,CARLT.INV. FPO,Financial Services,Asset Management,Australia,723288768,2
CINPA.AX,error,,,,,
CIO.AX,CONNECTIO FPO,Technology,Communication Equipment,United States,4797720,
CIP.AX,CEN I REIT ORD UNIT,Real Estate,REIT—Industrial,Australia,1776818432,
CIW.AX,CLIME INV FPO,Financial Services,Asset Management,Australia,35456884,
CKA.AX,COKAL FPO,Basic Materials,Coking Coal,Australia,61946996,
CKF.AX,COLLINS FD FPO,Consumer Cyclical,Restaurants,Australia,1288220032,13500
CL1.AX,CLASS FPO,Technology,Software—Application,Australia,207915120,
CL8.AX,CARLYHOLD FPO,Industrials,Rental & Leasing Services,Australia,6501571,
CLA.AX,CELRES FPO,Basic Materials,Other Industrial Metals & Mining,Australia,34328504,
CLB.AX,CANDY CLUB FPO,Consumer Defensive,Confectioners,United States,70876112,
CLF.AX,CONCENTLFL FPO,Financial Services,Asset Management,Australia,71281800,
CLH.AX,COLL HOUSE FPO,Industrials,Specialty Business Services,Australia,31938300,740
CLI.AX,CROPLOGIC FPO,Technology,Software—Application,Australia,12914755,
CLQ.AX,CLEANTEQ FPO,Industrials,Waste Management,Australia,23034464,
CLT.AX,CELLNET FPO,Industrials,Specialty Business Services,Australia,22561336,70
CLV.AX,CLOVER FPO,Consumer Defensive,Packaged Foods,Australia,301021088,49
CLW.AX,CHTR H LWR STAPLED,Real Estate,REIT—Diversified,Australia,8311345152,
CLX.AX,CTI LOGIST FPO,Industrials,Integrated Freight & Logistics,Australia,69552600,
CLZ.AX,CLASSICMIN FPO,Basic Materials,Other Industrial Metals & Mining,Australia,17557202,
CM1.AX,delisted,,,,,
CM8.AX,CROWD FPO,Technology,Software—Application,Netherlands,24322242,
CMC.AX,delisted,,,,,
CMD.AX,CASSISUSMI FPO,Basic Materials,Other Industrial Metals & Mining,Australia,4883182,
CML.AX,CHASE MINE FPO,Basic Materials,Other Industrial Metals & Mining,Australia,6597143,
CMM.AX,CAPMETALS FPO,Basic Materials,Gold,Australia,523146016,
CMP.AX,COMPUMEDIC FPO,Healthcare,Medical Devices,Australia,79723352,
CMW.AX,CROMWELL STAPLED,Real Estate,REIT—Office,Australia,6635286528,
CNB.AX,CARNABYRES FPO,Basic Materials,Other Precious Metals & Mining,Australia,28277040,
CNEW.AX,error,,,,,
CNI.AX,CENTURIA STAPLED,Financial Services,Asset Management,Australia,1512594816,
CNJ.AX,CONICO LTD FPO,Basic Materials,Other Industrial Metals & Mining,Australia,29122764,
CNL.AX,CELAMIN FPO,Basic Materials,Other Industrial Metals & Mining,Australia,16383864,
CNU.AX,CHORUS FPO NZX,Communication Services,Telecom Services,New Zealand,2995719680,871
CNW.AX,CIRRUS NET FPO,Technology,Information Technology Services,Australia,27039898,
COB.AX,COBALT BLU FPO,Basic Materials,Other Industrial Metals & Mining,Australia,94428856,
COE.AX,COOPER FPO,Energy,Oil & Gas E&P,Australia,448533280,86
COF.AX,CENTOREIT ORD UNIT,Real Estate,REIT—Office,Australia,1049626944,
COG.AX,CONOPERGRP FPO,Financial Services,Capital Markets,Australia,172696640,
COH.AX,COCHLEAR FPO,Healthcare,Medical Devices,Australia,13966018560,4000
COI.AX,COMETRIDGE FPO,Energy,Oil & Gas E&P,Australia,53802420,
COL.AX,COLESGROUP FPO,Consumer Defensive,Grocery Stores,Australia,21329541120,118000
COO.AX,CORUM GRP FPO,Healthcare,Health Information Services,Australia,54901644,
CORE.AX,error,,,,,
COS.AX,COSOL FPO,Technology,Information Technology Services,Australia,95534704,
COY.AX,COPPERMOLY FPO,Basic Materials,Other Precious Metals & Mining,Australia,34035360,
CP1.AX,error,,,,,
CPH.AX,CRESO FPO,Healthcare,Drug Manufacturers—Specialty & Generic,Australia,234772304,
CPT.AX,CIPHERPT FPO,Technology,Software—Infrastructure,Australia,10563982,
CPU.AX,CSHARE FPO,Technology,Information Technology Services,Australia,8126138880,12646
CPV.AX,CLEARVUE FPO,Technology,Solar,Australia,63651420,
CQE.AX,CHSOCINFRA UNIT,Real Estate,REIT—Specialty,Australia,1118468736,
CQR.AX,CHRETAILRT UNIT,Real Estate,REIT—Retail,Australia,2192428800,
CR1.AX,CONSTELL FPO,Basic Materials,Other Industrial Metals & Mining,Australia,12443130,
CRB.AX,CARBINE FPO,Basic Materials,Other Industrial Metals & Mining,Australia,,4
CRED.AX,error,,,,,
CRL.AX,COMET FPO,Basic Materials,Other Industrial Metals & Mining,Australia,14673758,
CRM.AX,CARBON FPO,Energy,Oil & Gas E&P,Australia,6111137,
CRN.AX,CORONADO CDI FORUS,Basic Materials,Coking Coal,Australia,1477184000,1492
CRO.AX,CIRRALTO FPO,Technology,Software—Infrastructure,Australia,181654336,
CRS.AX,CAPRICE FPO,Basic Materials,Other Industrial Metals & Mining,Australia,15530750,
CSD.AX,error,,,,,
CSE.AX,COPSTRIKE FPO,Basic Materials,Copper,Australia,11845000,
CSL.AX,CSL FPO,Healthcare,Biotechnology,Australia,121726394368,27000
CSR.AX,CSR FPO,Basic Materials,Building Materials,Australia,2878321152,2823
CSS.AX,CLEAN SEAS FPO,Consumer Defensive,Farm Products,Australia,80720608,92
CST.AX,CASTILERES FPO,Basic Materials,Other Industrial Metals & Mining,Australia,41939100,
CT1.AX,CONST TECH FPO,Technology,Information Technology Services,Australia,28791420,
CTD.AX,CORP TRAV FPO,Consumer Cyclical,Travel Services,Australia,2713512960,
CTE.AX,CRYOSITE FPO,Healthcare,Diagnostics & Research,Australia,11246304,18
CTM.AX,CENTAURUS FPO,Basic Materials,Other Industrial Metals & Mining,Australia,268513152,
CTO.AX,CITIGOLD FPO,Basic Materials,Gold,Australia,35368712,
CTP.AX,CENT PETRL FPO,Energy,Oil & Gas E&P,Australia,90511752,92
CTX.AX,delisted,,,,,
CUE.AX,CUE FPO,Energy,Oil & Gas E&P,Australia,46075920,
CUL.AX,CULLEN RES FPO,Basic Materials,Other Industrial Metals & Mining,Australia,6598196,1
CUP.AX,COUNTPLUS FPO,Industrials,Specialty Business Services,Australia,142778752,
CURE.AX,error,,,,,
CUV.AX,CLINUVEL FPO,Healthcare,Biotechnology,Australia,1396829184,
CUX.AX,delisted,,,,,
CV1.AX,CV CHECK FPO,Technology,Information Technology Services,Australia,53284204,
CVC.AX,CVC LTD FPO,Financial Services,Asset Management,Australia,234816240,
CVF.AX,error,,,,,
CVL.AX,CIVMEC CDI 1:1,Industrials,Engineering & Construction,Australia,274525344,
CVN.AX,CARNARVON FPO,Energy,Oil & Gas E&P,Australia,414825664,
CVS.AX,CERVANTES FPO,Basic Materials,Gold,Australia,,
CVV.AX,CARAVELMIN FPO,Basic Materials,Copper,Australia,74743024,
CVW.AX,CLEARVIEW FPO,Financial Services,Financial Conglomerates,Australia,312646016,
CWL.AX,CHANTWEST FPO,Technology,Software—Application,Australia,4692636,
CWN.AX,CROWN FPO,Consumer Cyclical,Resorts & Casinos,Australia,7983692800,12166
CWP.AX,CEDARWOODS FPO,Real Estate,Real Estate—Development,Australia,578121984,
CWX.AX,CARAWINE FPO,Basic Materials,Other Industrial Metals & Mining,Australia,31578100,
CWY.AX,CLEANAWAY FPO,Industrials,Waste Management,Australia,4630162432,6000
CWZ.AX,CASHWERKZ FPO,Technology,Software—Application,Australia,65043892,
CXL.AX,CALIX FPO,Basic Materials,Specialty Chemicals,Australia,363128128,
CXM.AX,CENTREX FPO,Basic Materials,Other Industrial Metals & Mining,Australia,19061484,
CXO.AX,CORE EXP FPO,Basic Materials,Other Industrial Metals & Mining,Australia,258284384,
CXU.AX,CAULDRON FPO,Basic Materials,Other Industrial Metals & Mining,Australia,17627962,
CXX.AX,CRADLE RES FPO,Basic Materials,Other Industrial Metals & Mining,Australia,10432510,
CXZ.AX,CONNEXION FPO,Technology,Software—Application,Australia,13202475,
CY5.AX,CYGNUSGOLD FPO,Basic Materials,Gold,Australia,17831550,
CYC.AX,CYCLOPHARM FPO,Healthcare,Medical Devices,Australia,234370752,48
CYG.AX,COVENTRY FPO,Industrials,Industrial Distribution,Australia,101262824,
CYL.AX,CAT METALS FPO,Basic Materials,Gold,Australia,197574352,
CYM.AX,CYPRIUMMET FPO,Basic Materials,Gold,Australia,24642300,
CYP.AX,CYNATA THR FPO,Healthcare,Biotechnology,Australia,90264504,
CYQ.AX,CYCLIQ FPO,Consumer Cyclical,Leisure,Australia,4607380,
CZI.AX,delisted,,,,,
CZL.AX,CONS ZINC FPO,Basic Materials,Other Industrial Metals & Mining,Australia,11754319,
CZN.AX,CORAZON FPO,Basic Materials,Other Industrial Metals & Mining,Australia,10761862,
CZR.AX,COZIRONRES FPO,Basic Materials,Other Industrial Metals & Mining,Australia,34236240,
D13.AX,delisted,,,,,
D2O.AX,DUXTON FPO,Utilities,Utilities—Regulated Water,Australia,161457296,
DAF.AX,DIS AFRICA FPO,Basic Materials,Gold,Australia,7316460,
DAU.AX,DAMPIERGOL FPO,Basic Materials,Gold,Australia,17102100,
DAV.AX,DAVENPORT FPO,Basic Materials,Other Industrial Metals & Mining,Australia,35967496,
DBBF.AX,error,,,,,
DBF.AX,DUXTON BAF FPO,Consumer Defensive,Farm Products,Australia,62626556,
DCC.AX,DIGITALX FPO,Technology,Software—Infrastructure,Australia,47883680,
DCG.AX,DECMIL GRP FPO,Industrials,Engineering & Construction,Australia,75955416,466
DCL.AX,DOMACOM FPO,Technology,Software—Application,Australia,27521460,
DCN.AX,DACIANGOLD FPO,Basic Materials,Gold,Australia,292091040,
DCX.AX,DISCOVEX FPO,Basic Materials,Gold,Australia,17980620,
DDD.AX,3D RES FPO,Basic Materials,Other Industrial Metals & Mining,Australia,18101850,
DDR.AX,DICKERDATA FPO,Technology,Electronics & Computer Distribution,Australia,1802829312,525
DDT.AX,DATADOT FPO,Industrials,Security & Protection Services,Australia,7451220,
DEG.AX,DEGREY FPO,Basic Materials,Gold,Australia,1431178496,
DEM.AX,DEMEM LTD FPO,Industrials,Pollution & Treatment Controls,Australia,56080084,
DEV.AX,error,,,,,
DFM.AX,delisted,,,,,
DGGF.AX,error,,,,,
DGH.AX,DESANE FPO,Real Estate,Real Estate—Development,Australia,50114752,6
DGO.AX,DRUMMOND FPO,Basic Materials,Gold,Australia,229481280,9
DGR.AX,DGR GLOBAL FPO,Basic Materials,Other Industrial Metals & Mining,Australia,51705688,
DHG.AX,DOMAIN FPO,Communication Services,Internet Content & Information,Australia,2553233664,507
DHHF.AX,error,,,,,
DHR.AX,delisted,,,,,
DIV.AX,error,,,,,
DJRE.AX,error,,,,,
DJW.AX,DJW INVEST FPO,Financial Services,Asset Management,Australia,630540352,
DKM.AX,DUKETON FPO,Basic Materials,Other Industrial Metals & Mining,Australia,35728628,
DLC.AX,DELECTA FPO,Consumer Cyclical,Specialty Retail,Australia,7060340,22
DME.AX,DOMEGOLD FPO,Basic Materials,Other Industrial Metals & Mining,Australia,51030088,
DMG.AX,DRAGONMOUN FPO,Basic Materials,Gold,Australia,,
DMKT.AX,error,,,,,
DMP.AX,DOMINOS FPO,Consumer Cyclical,Restaurants,Australia,8647148544,65000
DNA.AX,DONACO FPO,Consumer Cyclical,Resorts & Casinos,Australia,77829568,
DNK.AX,DANAKALI FPO,Basic Materials,Agricultural Inputs,Australia,155048688,
DOR.AX,DORIEMUS CDI 1:1,Energy,Oil & Gas E&P,United Kingdom,3594952,3
DOW.AX,DOWNER EDI FPO,Industrials,Engineering & Construction,Australia,3590615040,50000
DRE.AX,DREDNOUGHT FPO,Basic Materials,Gold,Australia,45237000,
DRO.AX,DRONE FPO,Technology,Computer Hardware,Australia,62380800,40
DRUG.AX,error,,,,,
DRX.AX,DIATREME FPO,Basic Materials,Other Industrial Metals & Mining,Australia,56660120,
DSE.AX,DROPSUITE FPO,Technology,Software—Application,Singapore,121789288,
DTC.AX,DAMSTRA FPO,Technology,Software—Application,Australia,212966816,
DTI.AX,DTI GROUP FPO,Industrials,Security & Protection Services,Australia,7369494,
DTL.AX,DATA3 FPO,Technology,Information Technology Services,Australia,791431552,1206
DTM.AX,DARTMIN FPO,Basic Materials,Other Industrial Metals & Mining,Australia,15991280,
DTR.AX,DATELINE FPO,Basic Materials,Gold,Australia,34540320,
DTS.AX,DRAGONTAIL FPO,Technology,Software—Application,Australia,48617960,
DTZ.AX,DOTZ NANO FPO,Basic Materials,Specialty Chemicals,Israel,126087976,
DUB.AX,DUBBER FPO,Technology,Software—Application,Australia,456490528,
DUI.AX,DUI FPO,Financial Services,Asset Management,Australia,1002693056,
DVL.AX,DORSAVI FPO,Technology,Scientific & Technical Instruments,Australia,14037319,
DVN.AX,DEVINE FPO,Real Estate,Real Estate—Development,Australia,21428686,17
DW8.AX,DIGITALWIN FPO,Consumer Defensive,Beverages—Wineries & Distilleries,Australia,241178496,
DWS.AX,delisted,,,,,
DXB.AX,DIMERIX FPO,Healthcare,Biotechnology,Australia,49499752,
DXN.AX,error,,,,,
DXS.AX,DEXUS STAPLED,Real Estate,REIT—Diversified,Australia,10217915392,552
DYL.AX,D YELLOW FPO,Energy,Uranium,Australia,214143968,
DZZF.AX,error,,,,,
E25.AX,ELEMENT25 FPO,Basic Materials,Other Industrial Metals & Mining,Australia,331587488,
E2E.AX,EONNRG FPO,Energy,Oil & Gas E&P,United States,769888,
E2M.AX,E2METALS FPO,Basic Materials,Gold,Australia,44296608,
EAF.AX,error,,,,,
EAI.AX,ELL ASIAN FPO,Financial,Asset Management,Australia,170889952,
EAS.AX,EASTON FPO,Financial Services,Asset Management,Australia,41750208,
EAX.AX,ENERGY ACT FPO,Industrials,Consulting Services,Australia,9715896,
EBG.AX,EUMUNDI FPO,Consumer Cyclical,Lodging,Australia,39881568,
EBND.AX,error,,,,,
EBO.AX,EBOS FPO NZ,Healthcare,Medical Distribution,Australia,4445250048,3700
ECF.AX,ELANOR COM STAPLED,Real Estate,Real Estate Services,Australia,217686016,
ECG.AX,ECARGO CDI 1:1,Technology,Information Technology Services,Hong Kong,25840498,
ECL.AX,EXCELSIOR FPO,Industrials,Electrical Equipment & Parts,Australia,42331972,60
ECP.AX,ECP EMERGE FPO,Financial Services,Asset Management,Australia,26561100,
ECS.AX,ECSBOTANIC FPO,Healthcare,Drug Manufacturers—Specialty & Generic,Australia,45923764,
ECT.AX,ENVIRON FPO,Industrials,Pollution & Treatment Controls,Australia,19202062,
ECX.AX,ECLIPX FPO,Industrials,Rental & Leasing Services,Australia,616134592,
ED1.AX,delisted,,,,,
EDC.AX,EILDON CAP STAPLED,Real Estate,Real Estate Services,Australia,49428852,
EDE.AX,EDEN INNOV FPO,Industrials,Specialty Industrial Machinery,Australia,74802600,
EEG.AX,EMPIRE ENE FPO,Energy,Oil & Gas E&P,Australia,116619128,
EER.AX,EASTENERGY FPO,Energy,Thermal Coal,Australia,115235632,
EEU.AX,error,,,,,
EFE.AX,E IRON FPO,Basic Materials,Other Industrial Metals & Mining,Australia,7372552,
EFF.AX,error,,,,,
EGD.AX,error,,,,,
EGF.AX,error,,,,,
EGG.AX,ENERO FPO,Communication Services,Advertising Agencies,Australia,267765504,600
EGH.AX,EUR GROUP FPO,Real Estate,Real Estate Services,Australia,135722416,
EGI.AX,delisted,,,,,
EGL.AX,ENVN GROUP FPO,Industrials,Pollution & Treatment Controls,Australia,19942200,
EGN.AX,ENGENCO FPO,Industrials,Railroads,Australia,166149152,500
EGO.AX,delisted,,,,,
EGR.AX,ECOGRAF FPO,Basic Materials,Other Industrial Metals & Mining,Australia,307113536,
EGY.AX,ENERGYTECH FPO,Industrials,Electrical Equipment & Parts,Australia,25653452,73
EHE.AX,ESTIA HLTH FPO,Healthcare,Medical Care Facilities,Australia,553945408,7500
EHH.AX,EAGLE H FPO,Consumer Defensive,Packaged Foods,China,51606380,
EHL.AX,EMECO HLDG FPO,Industrials,Rental & Leasing Services,Australia,544054976,900
EHX.AX,delisted,,,,,
EIGA.AX,error,,,,,
EINC.AX,error,,,,,
ELD.AX,ELDERS FPO,Consumer Defensive,Farm Products,Australia,1959115520,1915
ELE.AX,delisted,,,,,
ELO.AX,ELMOSFTWRE FPO,Technology,Software—Application,Australia,460392192,
ELS.AX,ELSIGHT FPO,Technology,Communication Equipment,Israel,70004544,
ELT.AX,ELEMENTOS FPO,Basic Materials,Other Industrial Metals & Mining,Australia,35843392,12
ELX.AX,delisted,,,,,
EM1.AX,EMERGEGAM FPO,Communication Services,Electronic Gaming & Multimedia,Australia,31985434,
EM2.AX,EAGLE MML FPO,Basic Materials,Other Industrial Metals & Mining,Australia,84300520,
EMB.AX,EMBELTON FPO,Industrials,Building Products & Equipment,Australia,24815390,
EMD.AX,EMYRIAL FPO,Healthcare,Health Information Services,Australia,39466000,
EME.AX,ENERGY MET FPO,Energy,Uranium,Australia,40888184,
EMH.AX,EUROMETALS CDI 1:1,Basic Materials,Other Industrial Metals & Mining,Australia,285421536,
EMKT.AX,error,,,,,
EML.AX,EMLPAYMENT FPO,Technology,Information Technology Services,Australia,1805521664,486
EMMG.AX,error,,,,,
EMN.AX,EUROMNGNSE CDI 1:1,Basic Materials,Other Industrial Metals & Mining,Canada,225887664,10
EMP.AX,EMPEROR FPO,Energy,Oil & Gas E&P,Australia,4492576,
EMR.AX,EMERALD FPO,Basic Materials,Gold,Australia,417471552,
EMT.AX,EMETALS FPO,Basic Materials,Other Industrial Metals & Mining,Australia,14875000,
EMU.AX,EMU NL FPO,Basic Materials,Other Industrial Metals & Mining,Australia,21249192,
EMUCA.AX,EMU NL CTG,Basic Materials,Industrial Metals & Minerals,Australia,10928610,
EMV.AX,EMVISION FPO,Healthcare,Medical Devices,Australia,181860640,
EN1.AX,ENGAGE BDR FPO,Communication Services,Advertising Agencies,United States,12242850,
ENA.AX,ENSURANCE FPO,Financial Services,Insurance Brokers,Australia,15986769,
ENB.AX,delisted,,,,,
ENE.AX,delisted,,,,,
ENN.AX,ELANOR STAPLED,Financial Services,Asset Management,Australia,182067376,
ENR.AX,ENCOUNTER FPO,Basic Materials,Other Industrial Metals & Mining,Australia,50490240,
ENT.AX,ENT METALS FPO,Basic Materials,Other Industrial Metals & Mining,Australia,13650525,
ENX.AX,ENEGEX FPO,Energy,Oil & Gas E&P,Australia,10201138,
EOF.AX,ECOFIBRE FPO,Healthcare,Drug Manufacturers—Specialty & Generic,Australia,414031392,
EOL.AX,ENERGY ONE FPO,Technology,Software—Application,Australia,178139376,115
EOR.AX,delisted,,,,,
EOS.AX,ELEC OPTIC FPO,Industrials,Aerospace & Defense,Australia,793018688,
EPD.AX,EMPIREDLTD FPO,Technology,Information Technology Services,Australia,125837072,1000
EPM.AX,ECLMETALS FPO,Basic Materials,Other Industrial Metals & Mining,Australia,40479080,
EQE.AX,EQUUS LTD FPO,Basic Materials,Other Industrial Metals & Mining,Australia,16371180,
EQT.AX,EQUITY TR FPO,Financial Services,Asset Management,Australia,478623744,247
EQX.AX,EQUATORIAL FPO,Basic Materials,Steel,Australia,44800200,
ERA.AX,ERA FPO 'A',Energy,Uranium,Australia,885931200,317
ERF.AX,ELANORETL STAPLED,Real Estate,Real Estate Services,Australia,137741104,
ERG.AX,ENECOREFRE FPO,Consumer Defensive,Beverages—Non-Alcoholic,Australia,12528469,
ERL.AX,EMPIRE RES FPO,Basic Materials,Other Precious Metals & Mining,Australia,11813750,
ERM.AX,EMMERSON FPO,Basic Materials,Gold,Australia,40855520,
ERX.AX,delisted,,,,,
ESE.AX,ESENSELAB CDI 1:1,Healthcare,Drug Manufacturers—Specialty & Generic,Israel,9180684,
