,14D.AX,1ST.AX,3PL.AX
14D.AX,46.25683424400424,5.227149560869891,-1.703725831933545
1ST.AX,5.227149560869891,43.39873089873091,-0.4387688210419703
3PL.AX,-1.703725831933545,-0.4387688210419703,4.666401104640437
