,Daily Sharpe - 1d,Annual Sharpe - 1d,Return over 1d (%),Avg volume (1d)
AGYS,,,,156684.0
AGZD,,,,74749.0
AHACU,,,,8534.0
AHCO,,,,1015249.0
AHPI,,,,416836.0
AIA,,,,4956046.0
AIH,,,,105556.0
AIHS,,,,898694.0
AIKI,,,,12382645.0
AIMC,,,,228841.0
AIMT,,,,
AINV,,,,343055.0
AIQ,,,,52994.0
AIRG,,,,191962.0
AIRR,,,,156885.0
AIRT,,,,8133.0
AIRTP,,,,1519.0
AIRTW,,,,102627.0
AKAM,,,,3837707.0
AKBA,,,,5687749.0
AKCA,,,,
AKER,,,,180342.0
AKRO,,,,236976.0
AKTS,,,,1011846.0
AKTX,,,,112108.0
AKU,,,,82518.0
AKUS,,,,186666.0
ALAC,,,,128775.0
ALACR,,,,2202.0
ALACU,,,,0.0
ALACW,,,,139487.0
ALBO,,,,132006.0
ALCO,,,,29140.0
ALDX,,,,435390.0
ALEC,,,,548316.0
ALGN,,,,945547.0
ALGT,,,,211656.0
ALIM,,,,9764.0
ALJJ,,,,280307.0
ALKS,,,,1273974.0
ALLK,,,,341261.0
ALLO,,,,820461.0
ALLT,,,,171700.0
ALNA,,,,620608.0
ALNY,,,,578156.0
ALOT,,,,3149.0
ALPN,,,,109821.0
ALRM,,,,273190.0
ALRN,,,,1501859.0
ALRS,,,,72198.0
ALSK,,,,157583.0
ALT,,,,1069560.0
ALTA,,,,52696.0
ALTM,,,,25127.0
ALTR,,,,267628.0
ALTY,,,,22777.0
ALVR,,,,465578.0
ALXN,,,,3197547.0
ALXO,,,,256373.0
ALYA,,,,66812.0
AMAG,,,,
AMAL,,,,63600.0
AMAT,,,,12091539.0
AMBA,,,,1054132.0
AMCA,,,,232.0
AMCI,,,,
AMCIU,,,,
AMCIW,,,,
AMCX,,,,1288567.0
AMD,,,,53244874.0
AMED,,,,374229.0
AMEH,,,,62360.0
AMGN,,,,3101301.0
AMHC,,,,23798.0
AMHCU,,,,4100.0
AMHCW,,,,1843.0
AMKR,,,,1652173.0
AMNB,,,,26449.0
AMOT,,,,28098.0
AMPH,,,,196498.0
AMRB,,,,15917.0
AMRH,,,,
AMRHW,,,,
AMRK,,,,323140.0
AMRN,,,,6333528.0
AMRS,,,,3299720.0
AMSC,,,,236038.0
AMSF,,,,73968.0
AMST,,,,62484.0
AMSWA,,,,114747.0
AMTB,,,,139600.0
AMTBB,,,,37624.0
AMTD,,,,
AMTI,,,,139846.0
AMTX,,,,2245622.0
AMWD,,,,155892.0
AMYT,,,,14261.0
AMZN,,,,4185008.0
ANAB,,,,7503958.0
ANAT,,,,72046.0
ANCN,,,,49209467.0
ANDA,,,,18378.0
ANDAR,,,,18004.0
ANDAU,,,,0.0
ANDAW,,,,44607.0
ANDE,,,,227152.0
ANGI,,,,2219818.0
ANGL,,,,1726536.0
ANGO,,,,176613.0
ANIK,,,,199670.0
ANIP,,,,43538.0
ANIX,,,,155437.0
ANNX,,,,142657.0
ANPC,,,,25033.0
ANSS,,,,710862.0
ANTE,,,,893596.0
ANY,,,,696882.0
AOSL,,,,382442.0
AOUT,,,,141044.0
APA,,,,8328757.0
APDN,,,,208851.0
APEI,,,,159499.0
APEN,,,,228182.0
APEX,,,,3820.0
APHA,,,,14126107.0
API,,,,1183858.0
APLS,,,,465799.0
APLT,,,,90625.0
APM,,,,102278.0
APOG,,,,164125.0
APOP,,,,79770.0
APOPW,,,,25333.0
APPF,,,,329141.0
APPN,,,,1076520.0
APPS,,,,6719081.0
APRE,,,,406774.0
APTO,,,,1368896.0
APTX,,,,248859.0
APVO,,,,34668.0
APWC,,,,108382.0
APXT,,,,1231358.0
APXTU,,,,160.0
APXTW,,,,252480.0
APYX,,,,75603.0
AQB,,,,2349549.0
AQMS,,,,4682402.0
AQST,,,,687573.0
ARAV,,,,424047.0
ARAY,,,,817667.0
ARCB,,,,475915.0
ARCC,,,,2501597.0
ARCE,,,,165712.0
ARCT,,,,857992.0
ARDS,,,,32353.0
ARDX,,,,1031795.0
AREC,,,,1536643.0
ARGX,,,,304932.0
ARKR,,,,48189.0
ARLP,,,,739902.0
ARNA,,,,511320.0
AROW,,,,46245.0
ARPO,,,,711828.0
ARQT,,,,141722.0
ARTL,,,,1118339.0
ARTLW,,,,7478.0
ARTNA,,,,32024.0
ARTW,,,,27591.0
ARVN,,,,465165.0
ARWR,,,,1191259.0
ARYA,,,,261271.0
ARYB,,,,
ARYBU,,,,
ARYBW,,,,
ASET,,,,112.0
ASFI,,,,
ASLN,,,,1144394.0
ASMB,,,,1236239.0
ASML,,,,1180748.0
ASND,,,,233382.0
ASPS,,,,32939.0
ASPU,,,,75132.0
ASRT,,,,7582475.0
ASRV,,,,69401.0
ASRVP,,,,0.0
ASTC,,,,1158285.0
ASTE,,,,331138.0
ASUR,,,,45239.0
ASYS,,,,122024.0
ATAX,,,,173082.0
ATCX,,,,60058.0
ATCXW,,,,
ATEC,,,,696911.0
ATEX,,,,219100.0
ATHA,,,,217178.0
ATHE,,,,117597.0
ATHX,,,,2318061.0
ATIF,,,,1325907.0
ATLC,,,,34587.0
ATLO,,,,37105.0
ATNI,,,,64029.0
ATNX,,,,3539032.0
ATOM,,,,645270.0
ATOS,,,,6307531.0
ATRA,,,,670272.0
ATRC,,,,269239.0
ATRI,,,,21118.0
ATRO,,,,227647.0
ATRS,,,,1306608.0
ATSG,,,,733203.0
ATVI,,,,6742550.0
ATXI,,,,128379.0
AUB,,,,416368.0
AUBAP,,,,5713.0
AUBN,,,,8356.0
AUDC,,,,165164.0
AUPH,,,,3409316.0
AUTL,,,,655208.0
AUTO,,,,95441.0
AUVI,,,,540851.0
AVAV,,,,203091.0
AVCO,,,,140244.0
AVCT,,,,37077.0
AVCTW,,,,102655.0
AVDL,,,,502883.0
AVEO,,,,410499.0
AVGO,,,,4524328.0
AVGOP,,,,11121.0
AVGR,,,,5329671.0
AVID,,,,317498.0
AVNW,,,,193064.0
AVRO,,,,566720.0
AVT,,,,982503.0
AVXL,,,,1102895.0
AWH,,,,581969.0
AWRE,,,,20692.0
AXAS,,,,547272.0
AXDX,,,,338923.0
AXGN,,,,287342.0
AXGT,,,,
AXLA,,,,90778.0
AXNX,,,,738288.0
AXSM,,,,288015.0
AXTI,,,,544827.0
AY,,,,1002751.0
AYLA,,,,7963.0
AYRO,,,,6096136.0
AYTU,,,,1310826.0
AZN,,,,11717302.0
AZPN,,,,240908.0
AZRX,,,,1269773.0
BAND,,,,597947.0
BANF,,,,96392.0
BANFP,,,,180.0
BANR,,,,165212.0
BANX,,,,20988.0
BASI,,,,101687.0
BATRA,,,,154786.0
BATRK,,,,298792.0
BBBY,,,,5248984.0
BBCP,,,,132373.0
BBGI,,,,105606.0
BBH,,,,16755.0
BBI,,,,1272509.0
BBIO,,,,876717.0
BBQ,,,,12859.0
BBSI,,,,39955.0
BCBP,,,,184609.0
BCDA,,,,58229.0
BCDAW,,,,311.0
BCEL,,,,161131.0
BCLI,,,,339412.0
BCML,,,,30798.0
BCOR,,,,256859.0
BCOV,,,,259435.0
BCOW,,,,46272.0
BCPC,,,,104227.0
BCRX,,,,4599351.0
BCTG,,,,21150.0
BCYC,,,,135184.0
BDGE,,,,
BDSI,,,,1020248.0
BDTX,,,,231499.0
BEAM,,,,1423535.0
BEAT,,,,
BECN,,,,525663.0
BEEM,,,,935905.0
BEEMW,,,,4356.0
BELFA,,,,2026.0
BELFB,,,,106494.0
BFC,,,,22898.0
BFIN,,,,77629.0
BFIT,,,,5934.0
BFRA,,,,53602.0
BFST,,,,78466.0
BGCP,,,,3629826.0
BGFV,,,,1252677.0
BGNE,,,,513038.0
BGRN,,,,20781.0
BHAT,,,,654307.0
BHF,,,,855851.0
BHFAL,,,,21607.0
BHFAO,,,,34685.0
BHFAP,,,,18188.0
BHTG,,,,607123.0
BIB,,,,153058.0
BICK,,,,18962.0
BIDU,,,,11188820.0
BIGC,,,,1832233.0
BIIB,,,,1102474.0
BILI,,,,15766801.0
BIMI,,,,443689.0
BIOC,,,,228371.0
BIOL,,,,9843141.0
BIS,,,,226275.0
BIVI,,,,338013.0
BJK,,,,102671.0
BJRI,,,,555498.0
BKCC,,,,570712.0
BKEP,,,,465459.0
BKEPP,,,,7471.0
BKNG,,,,552629.0
BKSC,,,,10399.0
BKYI,,,,96151.0
BL,,,,863585.0
BLBD,,,,214953.0
BLCM,,,,117078.0
BLCN,,,,59566.0
BLCT,,,,255756.0
BLDP,,,,7369658.0
BLDR,,,,2071508.0
BLFS,,,,324087.0
BLI,,,,1637327.0
BLIN,,,,172946.0
BLKB,,,,222802.0
BLMN,,,,2211882.0
BLNK,,,,6090898.0
BLNKW,,,,15728.0
BLPH,,,,40664.0
BLRX,,,,561216.0
BLU,,,,1230677.0
BLUE,,,,1009225.0
BMCH,,,,
BMLP,,,,46265.0
BMRA,,,,53542.0
BMRC,,,,56301.0
BMRN,,,,1214168.0
BMTC,,,,154204.0
BND,,,,5806734.0
BNDW,,,,40760.0
BNDX,,,,3163260.0
BNFT,,,,294818.0
BNGO,,,,66906407.0
BNGOW,,,,98858.0
BNR,,,,801161.0
BNSO,,,,9101.0
BNTC,,,,199412.0
BNTX,,,,1508600.0
BOCH,,,,462021.0
BOKF,,,,222074.0
BOKFL,,,,3702.0
BOMN,,,,122691.0
BOOM,,,,213200.0
BOSC,,,,49276.0
BOTJ,,,,3152.0
BOTZ,,,,2031268.0
BOWXU,,,,9421.0
BOXL,,,,2299743.0
BPFH,,,,466865.0
BPMC,,,,627321.0
BPOP,,,,436246.0
BPOPM,,,,1505.0
BPOPN,,,,8395.0
BPRN,,,,35815.0
BPTH,,,,858090.0
BPY,,,,2792958.0
BPYPN,,,,8763.0
BPYPO,,,,16274.0
BPYPP,,,,16151.0
BPYU,,,,623294.0
BPYUP,,,,65964.0
BREW,,,,
BRID,,,,3101.0
BRKL,,,,331416.0
BRKR,,,,513277.0
BRKS,,,,586766.0
BRLI,,,,517.0
BRLIR,,,,22692.0
BRLIU,,,,450.0
BRLIW,,,,10713.0
BROG,,,,486.0
BROGW,,,,3370.0
BRP,,,,278981.0
BRPA,,,,15073.0
BRPAR,,,,40562.0
BRPAU,,,,0.0
BRPAW,,,,29231.0
BRQS,,,,3679830.0
BRY,,,,449712.0
BSAE,,,,1.0
BSBE,,,,3264.0
BSBK,,,,36884.0
BSCE,,,,1059.0
BSCK,,,,
BSCL,,,,629010.0
BSCM,,,,407954.0
BSCN,,,,274928.0
BSCO,,,,302158.0
BSCP,,,,216626.0
BSCQ,,,,148524.0
BSCR,,,,131298.0
BSCS,,,,16436.0
BSCT,,,,14619.0
BSCU,,,,5020.0
BSDE,,,,412.0
BSET,,,,73326.0
BSGM,,,,154342.0
BSJK,,,,
BSJL,,,,238017.0
BSJM,,,,359743.0
BSJN,,,,256096.0
BSJO,,,,196735.0
BSJP,,,,194261.0
BSJQ,,,,166547.0
BSJR,,,,163377.0
BSJS,,,,10840.0
BSML,,,,36731.0
BSMM,,,,14573.0
BSMN,,,,3981.0
BSMO,,,,4605.0
BSMP,,,,7779.0
BSMQ,,,,6973.0
BSMR,,,,5867.0
BSMS,,,,1549.0
BSMT,,,,4043.0
BSMU,,,,647.0
BSQR,,,,1262911.0
BSRR,,,,42134.0
BSTC,,,,
BSVN,,,,12001.0
BSY,,,,707480.0
BTAI,,,,412689.0
BTAQU,,,,2381.0
BTBT,,,,1068024.0
BTEC,,,,12521.0
BUG,,,,744976.0
BUSE,,,,203916.0
BVXV,,,,111240.0
BWAY,,,,147044.0
BWB,,,,119650.0
BWEN,,,,327164.0
BWFG,,,,58639.0
BWMX,,,,37658.0
BXRX,,,,2271089.0
BYFC,,,,641066.0
BYND,,,,2766924.0
BYSI,,,,224090.0
BZUN,,,,893331.0
CAAS,,,,58721.0
CABA,,,,103528.0
CAC,,,,56992.0
CACC,,,,222980.0
CACG,,,,7378.0
CAKE,,,,752712.0
CALA,,,,811516.0
CALB,,,,14374.0
CALM,,,,438410.0
CALT,,,,12589.0
CAMP,,,,121288.0
CAMT,,,,303658.0
CAN,,,,12681488.0
CAPAU,,,,11071.0
CAPR,,,,680881.0
CAR,,,,1679076.0
CARA,,,,428808.0
CARE,,,,72025.0
CARG,,,,1246562.0
CARV,,,,142529.0
CARZ,,,,23620.0
CASA,,,,552520.0
CASH,,,,173139.0
CASI,,,,224475.0
CASS,,,,58404.0
CASY,,,,316646.0
CATB,,,,706465.0
CATC,,,,17668.0
CATH,,,,49685.0
CATM,,,,424173.0
CATY,,,,308852.0
CBAN,,,,47166.0
CBAT,,,,2932568.0
CBAY,,,,1383049.0
CBFV,,,,14118.0
CBIO,,,,339302.0
CBLI,,,,301125.0
CBMB,,,,509.0
CBMG,,,,
CBNK,,,,159513.0
CBPO,,,,73241.0
CBRL,,,,332699.0
CBSH,,,,446314.0
CBTX,,,,55089.0
CCAP,,,,18624.0
CCB,,,,30264.0
CCBG,,,,24208.0
CCCL,,,,
CCD,,,,81230.0
CCLP,,,,71357.0
CCMP,,,,184212.0
CCNC,,,,814869.0
CCNE,,,,71900.0
CCNEP,,,,15996.0
CCOI,,,,370261.0
CCRC,,,,205128.0
CCRN,,,,251081.0
CCXI,,,,397472.0
CDC,,,,68258.0
CDEV,,,,14130150.0
CDK,,,,720630.0
CDL,,,,5689.0
CDLX,,,,516370.0
CDMO,,,,1340643.0
CDMOP,,,,7594.0
CDNA,,,,1091194.0
CDNS,,,,3490418.0
CDTX,,,,607317.0
CDW,,,,741276.0
CDXC,,,,3055499.0
CDXS,,,,1234710.0
CDZI,,,,135051.0
CECE,,,,231220.0
CEFA,,,,76.0
CELC,,,,28666.0
CELH,,,,1035085.0
CEMI,,,,1370291.0
CENT,,,,75647.0
CENTA,,,,254860.0
CENX,,,,3903581.0
CERC,,,,482168.0
CERN,,,,2617756.0
CERS,,,,3152009.0
CETV,,,,
CETX,,,,502853.0
CETXP,,,,0.0
CETXW,,,,52068.0
CEVA,,,,393397.0
CEY,,,,985.0
CEZ,,,,207.0
CFA,,,,8983.0
CFB,,,,376316.0
CFBI,,,,
CFBK,,,,4398.0
CFFA,,,,
CFFAU,,,,
CFFAW,,,,
CFFI,,,,21326.0
CFFN,,,,945713.0
CFIIU,,,,16259.0
CFMS,,,,3261270.0
CFO,,,,24292.0
CFRX,,,,129438.0
CG,,,,1179957.0
CGBD,,,,262665.0
CGEN,,,,2154666.0
CGIX,,,,349931.0
CGNX,,,,530744.0
CGO,,,,40222.0
CGRO,,,,335064.0
CGROU,,,,4223.0
CGROW,,,,36084.0
CHB,,,,19006.0
CHCI,,,,37897.0
CHCO,,,,81971.0
CHDN,,,,232708.0
CHEF,,,,281008.0
CHEK,,,,2420863.0
CHEKZ,,,,8843.0
CHFS,,,,70651.0
CHI,,,,518944.0
CHKP,,,,1530212.0
CHMA,,,,2276526.0
CHMG,,,,15928.0
CHNA,,,,6582.0
CHNG,,,,3978908.0
CHNGU,,,,367.0
CHNR,,,,251719.0
CHPM,,,,24703.0
CHPMU,,,,0.0
CHPMW,,,,632.0
CHRS,,,,1337084.0
CHRW,,,,1105488.0
CHSCL,,,,15824.0
CHSCM,,,,13688.0
CHSCN,,,,19417.0
CHSCO,,,,9220.0
CHSCP,,,,13317.0
CHTR,,,,1094891.0
CHUY,,,,218862.0
CHW,,,,287004.0
CHY,,,,365822.0
CIBR,,,,717058.0
CID,,,,1863.0
CIDM,,,,23711541.0
CIGI,,,,115359.0
CIH,,,,24526.0
CIIC,,,,1741718.0
CIICU,,,,4429.0
CIICW,,,,471092.0
CIL,,,,41.0
CINF,,,,628841.0
CIVB,,,,53766.0
CIZ,,,,3822.0
CIZN,,,,6720.0
CJJD,,,,525849.0
CKPT,,,,1312712.0
CLAR,,,,161985.0
CLBK,,,,385991.0
CLBS,,,,4821696.0
CLCT,,,,
CLDB,,,,9770.0
CLDX,,,,555223.0
CLEU,,,,183089.0
CLFD,,,,146201.0
CLGN,,,,52492.0
CLIR,,,,110568.0
CLLS,,,,560687.0
CLMT,,,,277635.0
CLNE,,,,6040128.0
CLOU,,,,1883750.0
CLPS,,,,1485819.0
CLPT,,,,592672.0
CLRB,,,,1172975.0
CLRBZ,,,,251677.0
CLRG,,,,22.0
CLRO,,,,458042.0
CLSD,,,,270081.0
CLSK,,,,1099630.0
CLSN,,,,3543833.0
CLVS,,,,4836384.0
CLWT,,,,31156.0
CLXT,,,,311946.0
CMBM,,,,190636.0
CMCO,,,,148236.0
CMCSA,,,,25302364.0
CMCT,,,,23029.0
CMCTP,,,,0.0
CME,,,,2450968.0
CMFNL,,,,0.0
CMLFU,,,,98224.0
CMLS,,,,177098.0
CMPI,,,,22221.0
CMPR,,,,82419.0
CMPS,,,,255841.0
CMRX,,,,293120.0
CMTL,,,,230041.0
CNBKA,,,,12945.0
CNCE,,,,320031.0
CNCR,,,,2458.0
CNDT,,,,2446585.0
CNET,,,,1180610.0
CNFR,,,,4939.0
CNFRL,,,,3626.0
CNNB,,,,555.0
CNOB,,,,156399.0
CNSL,,,,1325759.0
CNSP,,,,251134.0
CNST,,,,292219.0
CNTG,,,,65434.0
CNTY,,,,175051.0
CNXN,,,,109151.0
COCP,,,,789932.0
CODA,,,,21839.0
CODX,,,,631076.0
COFS,,,,9686.0
COHR,,,,556264.0
COHU,,,,924333.0
COKE,,,,28660.0
COLB,,,,303953.0
COLL,,,,306164.0
COLM,,,,319453.0
COMM,,,,2867800.0
COMT,,,,158896.0
CONE,,,,715658.0
CONN,,,,279762.0
COOP,,,,794734.0
CORE,,,,172852.0
CORT,,,,490389.0
COST,,,,4873459.0
COUP,,,,2398995.0
COWN,,,,468017.0
COWNL,,,,2574.0
COWNZ,,,,23934.0
CPAA,,,,
CPAAU,,,,
CPAAW,,,,
CPAH,,,,
CPHC,,,,768.0
CPIX,,,,37278.0
CPLP,,,,75440.0
CPRT,,,,1203343.0
CPRX,,,,1496141.0
CPSH,,,,634014.0
CPSI,,,,70145.0
CPSS,,,,46288.0
CPST,,,,344274.0
CPTA,,,,31531.0
CPTAG,,,,3519.0
CPTAL,,,,3689.0
CPZ,,,,102315.0
CRAI,,,,165012.0
CRBP,,,,3922394.0
CRDF,,,,705982.0
CREE,,,,2292108.0
CREG,,,,224249.0
CRESY,,,,632147.0
CREX,,,,500069.0
CREXW,,,,50350.0
CRIS,,,,950354.0
CRMT,,,,60287.0
CRNC,,,,625309.0
CRNT,,,,1286735.0
CRNX,,,,102745.0
CRON,,,,3046408.0
CROX,,,,874802.0
CRSA,,,,295313.0
CRSAU,,,,0.0
CRSAW,,,,161676.0
CRSP,,,,3019110.0
CRSR,,,,2239108.0
CRTD,,,,121103.0
CRTDW,,,,151.0
CRTO,,,,811836.0
CRTX,,,,405028.0
CRUS,,,,1516619.0
CRVL,,,,46587.0
CRVS,,,,930826.0
CRWD,,,,5172648.0
CRWS,,,,23477.0
CSA,,,,71.0
CSB,,,,42268.0
CSBR,,,,30621.0
CSCO,,,,32982769.0
CSF,,,,8030.0
CSGP,,,,409209.0
CSGS,,,,179024.0
CSII,,,,122809.0
CSIQ,,,,2401026.0
CSML,,,,2387.0
CSOD,,,,364248.0
CSPI,,,,13453.0
CSQ,,,,301426.0
CSSE,,,,58484.0
CSSEN,,,,5241.0
CSSEP,,,,7508.0
CSTE,,,,390970.0
CSTL,,,,332699.0
CSTR,,,,179778.0
CSWC,,,,180626.0
CSWCL,,,,
CSWI,,,,63611.0
CSX,,,,3497708.0
CTAS,,,,413945.0
CTBI,,,,67045.0
CTG,,,,93327.0
CTHR,,,,799919.0
CTIB,,,,370025.0
CTIC,,,,394586.0
CTMX,,,,532226.0
CTRE,,,,577041.0
CTRM,,,,102567980.0
CTRN,,,,177032.0
CTSH,,,,3250925.0
CTSO,,,,195236.0
CTXR,,,,10656303.0
CTXRW,,,,19590.0
CTXS,,,,1056980.0
CUBA,,,,23266.0
CUE,,,,1078273.0
CUTR,,,,212699.0
CVAC,,,,964431.0
CVBF,,,,1237699.0
CVCO,,,,26349.0
CVCY,,,,48202.0
CVET,,,,756041.0
CVGI,,,,214819.0
CVGW,,,,85113.0
CVLG,,,,148574.0
CVLT,,,,293148.0
CVLY,,,,12508.0
CVV,,,,34688.0
CWBC,,,,3813.0
CWBR,,,,201617.0
CWCO,,,,140377.0
CWST,,,,232012.0
CXDC,,,,79697.0
CXDO,,,,157401.0
CXSE,,,,226926.0
CYAD,,,,16192.0
CYAN,,,,3451.0
CYBE,,,,52997.0
CYBR,,,,545955.0
CYCC,,,,378379.0
CYCCP,,,,0.0
CYCN,,,,200849.0
CYRN,,,,1894505.0
CYRX,,,,655877.0
CYTK,,,,990869.0
CZNC,,,,49878.0
CZR,,,,2036607.0
CZWI,,,,12169.0
DADA,,,,1967349.0
DAIO,,,,69794.0
DAKT,,,,831516.0
DALI,,,,442.0
DARE,,,,907327.0
DAX,,,,9794.0
DBVT,,,,102231.0
DBX,,,,7538329.0
DCOM,,,,193405.0
DCOMP,,,,8105.0
DCPH,,,,551235.0
DCT,,,,907138.0
DCTH,,,,78343.0
DDIV,,,,1787.0
DDOG,,,,5958609.0
DENN,,,,595443.0
DFFN,,,,3133445.0
DFHT,,,,180622.0
DFHTU,,,,5091.0
DFHTW,,,,36309.0
DFNL,,,,18186.0
DFPH,,,,9202.0
DFPHU,,,,1703.0
DFPHW,,,,1500.0
DGICA,,,,123574.0
DGICB,,,,374.0
DGII,,,,527131.0
DGLY,,,,15183987.0
DGRE,,,,15938.0
DGRS,,,,21843.0
DGRW,,,,237093.0
DHC,,,,1744550.0
DHCNI,,,,19134.0
DHCNL,,,,12603.0
DHIL,,,,44260.0
DINT,,,,33604.0
DIOD,,,,547295.0
DISCA,,,,8065542.0
DISCB,,,,1664.0
DISCK,,,,15573693.0
DISH,,,,4146720.0
DJCO,,,,4763.0
DKNG,,,,14860503.0
DLHC,,,,14115.0
DLPN,,,,80941.0
DLPNW,,,,
DLTH,,,,218918.0
DLTR,,,,2903410.0
DMAC,,,,108985.0
DMLP,,,,79967.0
DMRC,,,,184476.0
DMTK,,,,2081861.0
DMXF,,,,8875.0
DNKN,,,,
DNLI,,,,410688.0
DOCU,,,,3949999.0
DOGZ,,,,851337.0
DOMO,,,,596843.0
DOOO,,,,42802.0
DORM,,,,150828.0
DOX,,,,1302973.0
DOYU,,,,2307826.0
DPHC,,,,
DPHCU,,,,
DPHCW,,,,
DRAD,,,,
DRADP,,,,
DRIO,,,,161248.0
DRIOW,,,,
DRIV,,,,656459.0
DRNA,,,,711202.0
DRRX,,,,1506219.0
DRTT,,,,123357.0
DSGX,,,,135677.0
DSKE,,,,563194.0
DSKEW,,,,124299.0
DSPG,,,,109615.0
DSWL,,,,21247.0
DTEA,,,,157742.0
DTIL,,,,665693.0
DTSS,,,,42612.0
DUO,,,,71563.0
DUOT,,,,27452.0
DUSA,,,,38548.0
DVAX,,,,2854648.0
DVLU,,,,127781.0
DVOL,,,,38532.0
DVY,,,,1100895.0
DWAS,,,,134111.0
DWAT,,,,113.0
DWAW,,,,9567.0
DWCR,,,,18783.0
DWEQ,,,,407.0
DWFI,,,,24390.0
DWLD,,,,53863.0
DWMC,,,,5691.0
DWPP,,,,282.0
DWSH,,,,58923.0
DWSN,,,,39657.0
DWUS,,,,12919.0
DXCM,,,,865336.0
DXGE,,,,1272.0
DXJS,,,,405.0
DXLG,,,,20598.0
DXPE,,,,167609.0
DXYN,,,,323284.0
DYAI,,,,158969.0
DYN,,,,439225.0
DYNT,,,,583917.0
DZSI,,,,96356.0
EA,,,,2182194.0
EARS,,,,19115064.0
EAST,,,,71963.0
EBAY,,,,7622111.0
EBAYL,,,,0.0
EBIX,,,,1090570.0
EBIZ,,,,92502.0
EBMT,,,,38857.0
EBON,,,,9251060.0
EBSB,,,,233162.0
EBTC,,,,43152.0
ECHO,,,,251790.0
ECOL,,,,168720.0
ECOLW,,,,3980.0
ECOR,,,,1139155.0
ECOW,,,,672.0
ECPG,,,,734703.0
EDAP,,,,136907.0
EDIT,,,,2888514.0
EDNT,,,,
EDOC,,,,805188.0
EDRY,,,,47217.0
EDSA,,,,75822.0
EDTK,,,,46215.0
EDUC,,,,68646.0
EDUT,,,,3010.0
EEFT,,,,357279.0
EEMA,,,,119828.0
EFAS,,,,855.0
EFOI,,,,100980.0
EFSC,,,,230215.0
EGAN,,,,227704.0
EGBN,,,,108990.0
EGLE,,,,271970.0
EGOV,,,,419145.0
EGRX,,,,159929.0
EH,,,,6182569.0
EHTH,,,,956423.0
EIDX,,,,
EIGI,,,,
EIGR,,,,235479.0
EKSO,,,,407275.0
ELOX,,,,52607.0
ELSE,,,,17806.0
ELTK,,,,43335.0
EMB,,,,9895293.0
EMCB,,,,2720.0
EMCF,,,,11969.0
EMIF,,,,9846.0
EMKR,,,,532035.0
EML,,,,7170.0
EMXC,,,,74130.0
ENDP,,,,5368476.0
ENG,,,,1228550.0
ENLV,,,,162276.0
ENOB,,,,76683.0
ENPH,,,,4654063.0
ENSG,,,,249039.0
ENTA,,,,164374.0
ENTG,,,,920162.0
ENTX,,,,195777.0
ENTXW,,,,
