,Daily Sharpe - 3mo,Annual Sharpe - 3mo,Return over 3mo (%),Avg volume (3mo)
14D.AX,0.058164992782502235,0.9233406354742065,0.11111111111111122,427799.01639344264
1ST.AX,-0.01646048080742388,-0.2613020320619716,-0.25000000000000006,585622.344262295
3PL.AX,-0.08506749803387975,-1.3504046667127312,-0.11851851851851862,116520.60655737705
4DS.AX,0.0980534546466426,1.5565503371146023,0.3333333333333334,7352907.262295082
5GN.AX,-0.056516214749314835,-0.8971670956164461,-0.13013698630136983,555883.0983606557
88E.AX,-inf,-inf,0.0,65163133.31147541
8CO.AX,0.08033672899927931,1.2753060364589037,0.21428571428571425,701920.1475409836
8IH.AX,0.05402194213456104,0.8575717453726219,0.058823529411764594,83711.88524590163
8EC.AX,-inf,-inf,0.0,0.0
8VI.AX,0.14326914185615852,2.2743271194061814,0.48447204968944096,9700.540983606557
9SP.AX,0.045516696434283924,0.7225551555980141,-0.3333333333333333,9360086.639344262
ACB.AX,0.09394698374216641,1.4913621324384034,0.3333333333333334,593255.7868852459
A2B.AX,-0.12949704443412516,-2.055701850543457,-0.14173228346456687,36362.16393442623
ABP.AX,-0.14291308188246288,-2.2686748425528442,-0.1302931596091205,1127081.737704918
ABL.AX,,,,0.0
AEG.AX,-0.14548345745088162,-2.3094782897332777,-0.14843749999999994,82323.34426229508
ABT.AX,,,,
ACS.AX,0.24859417547002158,3.946310194036983,3.4999999999999996,11182.688524590163
ACQ.AX,0.1112996420387698,1.766827043070569,0.11724137931034494,71524.96721311475
ACF.AX,-0.06400202336208359,-1.0160006233261154,-0.1052631578947368,313161.62295081967
ACR.AX,0.011476306486792513,0.18218071760166216,-0.058823529411764754,483413.6393442623
ACW.AX,0.034898047442277196,0.5539893286439951,0.0,9206939.049180327
ACU.AX,0.027579712185237408,0.43781435803725566,0.0,149643.88524590165
AD1.AX,-5.5545017503651094e-05,-0.0008817498173003431,-0.20000000000000004,1118516.2786885246
ADA.AX,0.07367837965006847,1.1696080173377,0.12195121951219524,69082.68852459016
ADH.AX,0.08982769570210655,1.425970462042557,0.14803625377643498,1230140.7049180327
1AD.AX,0.07993645739653814,1.2689519217524974,0.21428571428571425,696005.1967213114
ADD.AX,0.04606051315594864,0.7311879784239537,0.0,2192603.8852459015
ABC.AX,0.016351008296022675,0.25956420981857997,0.006211180124223607,1032469.6885245901
ADR.AX,0.01918008211713258,0.3044743644463802,-0.3333333333333333,533978.5737704918
AHZ.AX,,,,
ADY.AX,0.16601050554883157,2.6353350762379,1.0,1171383.524590164
ADT.AX,0.025674461764840267,0.4075694452512231,0.014218009478673105,242046.18032786885
ADJ.AX,,,,
ABV.AX,0.1255228615532201,1.992613653138067,0.6666666666666669,252985.2131147541
ADX.AX,,,0.0,19789464.737704918
AER.AX,-0.0863699867985658,-1.3710810348536213,-0.28571428571428575,34399.70491803279
AEI.AX,-0.12566906774164693,-1.9949346044263634,-0.2941176470588236,288688.4262295082
AFL.AX,0.07545855190326443,1.1978673757745841,0.13333333333333333,89243.0
AEB.AX,-inf,-inf,0.0,0.0
AFR.AX,-inf,-inf,0.0,535740.6721311476
A1G.AX,0.06592458422029632,1.046520330793422,0.15,278584.47540983604
AFT.AX,,,,
AFP.AX,-0.027176184487251807,-0.43140855442127796,-0.07390300230946889,2839.7704918032787
AGL.AX,-0.295015156601413,-4.683220424172683,-0.2804511278195489,3269670.770491803
