Date,14D.AX,1ST.AX,3PL.AX,4DS.AX,5GN.AX,88E.AX,8CO.AX,8IH.AX,8EC.AX,8VI.AX,9SP.AX,ACB.AX,A2B.AX,ABP.AX,ABL.AX,AEG.AX,ABT.AX,ACS.AX,ACQ.AX,ACF.AX,ACR.AX,ACW.AX,ACU.AX,AD1.AX,ADA.AX,ADH.AX,1AD.AX,ADD.AX,ABC.AX,ADR.AX,AHZ.AX,ADY.AX,ADT.AX,ADJ.AX,ABV.AX,ADX.AX,AER.AX,AEI.AX,AFL.AX,AEB.AX,AFR.AX,A1G.AX,AFT.AX,AFP.AX,AGL.AX,AGJ.AX,AGR.AX,AHL.AX,A1M.AX,AGI.AX,A40.AX,AHQ.AX,AGS.AX,AGE.AX,A4N.AX,1AG.AX,AGH.AX,3DA.AX,ABR.AX,ADN.AX,AAR.AX,AGG.AX,ADO.AX,AGX1.AX,AHX.AX,ADI.AX,ADV.AX,AGY.AX,AHK.AX,AAJ.AX,AHY.AX,AFA.AX,AHN.AX,AIA.AX,ACP.AX,AD8.AX,AEE.AX,ABW.AX,A3D.AX,AC8.AX,AGD.AX,AAC.AX,AAP.AX,ABX.AX,AHF.AX,AEF.AX,AFG.AX,AFI.AX,AGM.AX,ABA.AX,AEV.AX,A200.AX,AGVT.AX,AAA.AX,ACDC.AX,4CE.AX,360.AX,1AL.AX,3DP.AX,A2M.AX
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-26,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006369426751592355,0.0,,0.00990099009900991,,,-0.008264462809917328,0.1724137931034484,0.05555555555555558,0.0,0.0,0.0,0.196078431372549,0.016666666666666607,0.0,0.0,0.040000000000000036,0.0,,0.0,0.014925373134328401,,0.0,0.0,0.08333333333333348,0.0,0.0,0.0,0.0,0.0,,0.0,0.01163378856853825,0.0,0.0,0.0,0.0,-0.02631578947368418,0.0,-0.16666666666666663,0.0,,0.1428571428571428,0.0,0.0,,0.0,0.0,0.0,-0.017985611510791255,0.0,0.0,0.0,0.0068728522336769515,,0.0,,,0.02083333333333326,0.11111111111111116,,-0.0034802784222737193,,0.011904761904761862,,,-0.07407407407407418,0.0,0.0,-0.02752293577981657,0.0,0.09090909090909083,0.09999999999999987,-0.002777777777777879,-0.0234375,0.02086438152011927,0.0,0.008849557522123908,0.0,0.006803923301228254,0.0,0.0,0.019246031746031678,0.0,-0.00666666666666671,0.0,0.0,0.010721944245889903
2019-11-27,0.0,-0.11111111111111105,-0.022727272727272707,0.0,0.026315789473684292,0.0,0.09090909090909083,0.0,0.0,0.0,0.0,0.0,0.0,0.015706806282722585,,0.009803921568627416,,,0.0,-0.02941176470588236,0.0,0.0,-0.12499999999999989,0.0,-0.032786885245901676,-0.016393442622950838,0.0,0.0,0.029585798816567976,0.0,,0.0,-0.02941176470588236,,0.0,0.0,0.0,0.1428571428571428,-0.06666666666666654,0.0,0.0,0.0,,0.0,0.020499999999999963,0.0,0.0,0.0,0.0,-0.06756756756756765,0.0,0.09999999999999987,-0.08333333333333326,,0.0625,0.0,0.0,,-0.07142857142857151,0.0,0.0,0.0219780219780219,0.0,0.005474452554744325,0.0,0.006825938566553003,,0.0,,,0.04081632653061229,0.0,,0.0093131548311991,,0.0505882352941176,,,0.0,-0.09090909090909083,0.0,0.0,0.0,0.0,-0.09090909090909083,0.025069637883008422,-0.019999999999999907,-0.0014598540145984717,0.02010050251256268,0.0,0.0,0.011058451816745807,0.0,0.0,-0.0035039906560249134,0.0,0.016778523489932917,0.0,0.0,0.01343705799151329
2019-11-28,0.0,0.0,-0.011627906976744207,-0.16666666666666663,-0.03846153846153855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769162,0.0,,0.0,,,0.0,0.030303030303030276,0.05263157894736836,-0.20000000000000007,0.0,0.0,0.033898305084745894,0.0,-0.08333333333333326,0.0,-0.005747126436781658,0.0,,0.0,-0.053030303030303094,,0.0,0.0,-0.07692307692307698,0.03125,0.0,0.0,0.0,0.0,,0.0034482758620690834,0.004409603135717699,0.0,0.0,0.0,-0.02941176470588236,0.01449275362318847,0.0,0.18181818181818188,0.0,,0.11764705882352944,0.0,-0.07317073170731703,,0.0,0.0,0.0,-0.0035842293906810374,0.0,0.0,0.04651162790697683,-0.003389830508474634,,-0.11111111111111105,,,0.019607843137254832,0.0,,0.0034602076124565784,,-0.044792833146696576,,,-0.040000000000000036,-0.050000000000000044,0.0,0.018867924528301883,0.0,-0.08333333333333326,0.09999999999999987,0.0,0.03265306122448974,0.014619883040935644,0.009852216748768461,-0.0035087719298246833,0.0,0.0019097222222221877,0.008840864440078589,0.0,-0.004102363742918502,0.0,0.02310231023102327,0.0,-0.14285714285714302,0.011863224005582707
2019-11-29,0.47058823529411753,-0.12499999999999989,0.0117647058823529,0.0,-0.026666666666666727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012578616352201255,-0.002577319587628857,,0.01941747572815533,,,0.008333333333333304,0.0,0.0,0.25,0.0,0.0,-0.016393442622950838,0.011111111111111072,0.0,0.0,0.014450867052023142,0.0,,0.0,0.05600000000000005,,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0588235294117645,,0.0,-0.004390243902439028,0.0,0.0,0.0,0.030303030303030276,-0.014285714285714346,0.0,0.0769230769230771,0.0,,0.05263157894736836,0.0,0.026315789473684292,,0.0,0.25,0.0,-0.0017985611510791255,0.0,0.0,-0.022222222222222254,-0.013605442176870763,,0.0,,,-0.019230769230769273,0.0,,-0.013793103448275779,,0.049237983587338885,,,0.0,0.05263157894736836,0.0,-0.02777777777777779,0.0,0.09090909090909083,-0.09090909090909083,0.02717391304347827,-0.015810276679841695,-0.008645533141210415,-0.009756097560975618,0.012323943661971981,0.0,-0.002599202911107268,-0.0015579357351508394,0.0,0.0,0.0,0.019354838709677358,0.0,0.0,0.018620689655172384
2019-12-02,-0.040000000000000036,0.1428571428571428,0.0,0.0,-0.013698630136986356,0.0,-0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.00952380952380949,,,-0.008264462809917328,0.0,-0.050000000000000044,-0.20000000000000007,0.0714285714285714,0.0,0.0,-0.027472527472527486,0.09090909090909083,0.0,-0.02564102564102555,0.0,,0.0,0.045454545454545414,,0.0,0.0,0.0,-0.09090909090909094,-0.06666666666666654,0.0,0.0,0.0,,0.0,0.00489955903968653,0.0,0.0,0.0,0.0,-0.05797101449275355,0.0,-0.07142857142857151,0.0,,-0.050000000000000044,0.0,-0.02564102564102566,,0.0,0.0,0.0,-0.007207207207207245,0.0,0.0,0.0,0.0034482758620690834,,0.0,,,-0.019607843137254943,0.0,,-0.0011655011655011815,inf,0.007821229050279266,,,-0.04166666666666663,0.0,0.0,0.03809523809523818,0.0,0.0,0.19999999999999996,-0.05555555555555558,0.016064257028112205,-0.0029069767441859407,0.0,-0.017391304347825987,0.0,0.003127171646976956,0.0,-0.0005986828976252134,0.00294233032561797,0.0,-0.01898734177215189,0.0,0.0,0.015572105619499066
2019-12-03,-0.04166666666666663,-0.12499999999999989,-0.011627906976744207,0.19999999999999996,-0.02777777777777779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02067183462532296,,0.009615384615384581,,,-0.01666666666666672,0.0,0.0,0.0,-0.06666666666666654,0.0,0.016666666666666607,0.0,-0.08333333333333326,1.0,-0.032163742690058394,0.0,,0.0,-0.014492753623188248,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.009751340809361464,0.0,0.0,0.0,0.0,0.01538461538461533,0.0,0.0,-0.09090909090909083,,0.0,0.0,-0.052631578947368474,,0.0,0.0,0.0,0.038112522686025496,0.0,-0.014519056261342977,0.0,0.01718213058419238,,0.0,,,0.020000000000000018,0.0,,-0.016336056009334965,0.0,-0.005543237250554167,,,-0.0434782608695653,0.0,0.0,0.00917431192660545,0.0,0.0,-0.16666666666666663,0.0028011204481792618,0.01976284584980248,-0.00291545189504383,0.0049261083743843415,0.008849557522123908,0.0,-0.024073432629026725,-0.008386970938170424,-0.00019968051118202101,-0.013299432818306256,0.0,-0.006451612903225823,0.0,0.0,-0.03066666666666673
2019-12-04,-0.13043478260869568,0.1428571428571428,0.04705882352941182,0.0,0.014285714285714235,0.0,0.0,0.0,-0.028673835125448077,0.0,0.0,0.0,-0.01273885350318471,-0.01319261213720313,,-0.00952380952380949,,,0.0,-0.02941176470588236,0.0,0.0,0.0,0.0,0.0,0.22033898305084754,0.0,0.0,0.0060422960725075026,0.0,,0.0,-0.02941176470588236,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.01230920728705076,0.0,0.0625,0.0,0.0,-0.015151515151515138,0.0,-0.07692307692307698,0.0,,0.0,0.0,-0.02777777777777779,,0.03846153846153855,0.0,-0.11111111111111105,0.04895104895104896,0.0,0.0,0.0,-0.0033783783783782884,,-0.12499999999999989,,,0.019607843137254832,0.0,,-0.005931198102016477,0.0,-0.01449275362318847,,,0.0,-0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,-0.03100775193798455,-0.0029239766081871066,-0.019607843137254943,0.0052631578947368585,0.0,-0.013043478260869601,0.0037372147915026854,0.0,-0.005153617443013014,0.0,-0.032467532467532534,0.0,0.0,-0.016506189821182793
2019-12-05,0.0,0.0,-0.022471910112359605,0.0,0.0,0.0,-0.10000000000000009,0.0,0.0,0.0,0.0,0.0,0.032258064516129004,0.008021390374331583,,0.019230769230769162,,,0.008474576271186418,0.0,0.0,0.25,0.0,0.0,-0.049180327868852514,0.05555555555555536,-0.09090909090909083,0.0,0.05105105105105112,0.0,,0.0,0.2272727272727273,,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.05555555555555558,,0.06529209621993126,0.008973080757726848,0.0,-0.11764705882352955,0.0,0.0,0.030769230769230882,0.0,0.0,0.0,,-0.10526315789473684,0.0,-0.02857142857142847,,0.0,0.0,0.125,-0.016666666666666607,0.0,-0.0055248618784529135,0.0,0.003389830508474523,,0.1428571428571428,,,0.028846153846153966,0.0,,0.008353221957040358,0.0,-0.004524886877827927,,,0.045454545454545414,0.0,0.0,0.036363636363636154,0.0,0.0,0.0,0.022346368715083775,0.0,0.011730205278592365,-0.015000000000000013,-0.013961605584642212,0.0,0.009529803110671642,0.0,0.0,-0.000796971508268518,0.0,-0.010067114093959662,0.0,0.0,0.013286713286713159
2019-12-06,0.0,-0.12499999999999989,0.0,0.0,-0.014084507042253502,0.0,0.11111111111111116,0.0,0.0,0.0,0.0,0.0,-0.04375000000000007,-0.0026525198938992522,,0.009433962264151052,,,0.025210084033613578,0.0,0.0,0.0,0.0714285714285714,0.0,0.034482758620689724,0.00877192982456143,0.0,0.0,-0.0028571428571427804,0.0,,0.0,-0.012345679012345734,,0.0,0.0,0.08333333333333348,0.0,0.0625,0.0,0.0,0.0,,0.0,0.008893280632411127,0.0,0.0,0.0,0.0,0.014925373134328401,0.0,0.16666666666666674,0.0,,0.0,0.0,0.02941176470588225,,-0.14814814814814814,0.0,0.0,0.0,0.0,0.011111111111111072,0.0,-0.0033783783783782884,,0.0,,,-0.05607476635514019,0.0,,0.020118343195266286,0.0,0.0,,,0.04347826086956519,0.0,0.0,-0.01754385964912264,0.0,0.0,0.0,0.008196721311475308,-0.04399999999999993,0.004347826086956497,0.0,0.019469026548672552,0.0,0.0035622050048980114,-0.003527336860670194,0.00039944078290399254,0.003788634097706911,0.0,-0.027118644067796627,0.0,0.0,0.003450655624568588
