,Daily Sharpe - 5d,Annual Sharpe - 5d,Return over 5d (%),Avg volume (5d)
14D.AX,-inf,-inf,0.0,171733.2
1ST.AX,-inf,-inf,0.0,160973.2
3PL.AX,-0.2569558197508279,-4.079047181948577,-0.008264462809917363,115087.2
4DS.AX,-0.8654634109140354,-13.738805724625452,-0.11111111111111106,4917450.8
5GN.AX,-0.29367121418207176,-4.66188599966488,-0.04545454545454549,449870.2
88E.AX,-inf,-inf,0.0,52916959.8
8CO.AX,-0.5001714285714286,-7.939975277399439,-0.055555555555555455,321110.0
8IH.AX,-0.8655458617076525,-13.740114590397315,-0.1052631578947368,76018.8
8EC.AX,-inf,-inf,,0.0
8VI.AX,-1.2618810317218774,-20.031740364514175,-0.2779783393501805,5699.4
9SP.AX,-inf,-inf,0.0,7889226.2
ACB.AX,-inf,-inf,0.0,1278280.4
A2B.AX,-0.598009984146185,-9.493114197506905,-0.02702702702702705,47035.6
ABP.AX,-0.661777327399726,-10.505389389603875,-0.025454545454545396,1150232.8
ABL.AX,,,,0.0
AEG.AX,0.012991869113270497,0.20623952843768986,0.0,116985.6
ABT.AX,,,,
ACS.AX,-inf,-inf,,0.0
ACQ.AX,-0.5005238095238096,-7.945569151599976,-0.018181818181818063,59126.2
ACF.AX,-0.5003238095238095,-7.942394250026697,-0.029411764705882377,323210.0
ACR.AX,-0.5001619047619047,-7.939824091610234,-0.058823529411764754,460837.0
ACW.AX,-inf,-inf,0.0,6272734.6
ACU.AX,-inf,-inf,0.0,67033.2
AD1.AX,-inf,-inf,0.0,618755.2
ADA.AX,-0.20985013192813215,-3.331267570055598,-0.03260869565217394,31610.2
ADH.AX,-0.6819313478703064,-10.82532454610344,-0.09669211195928762,1678818.2
1AD.AX,0.27260128389549093,4.327411225586315,0.058823529411764594,514246.8
ADD.AX,-0.5000571428571428,-7.938161047928992,-0.1666666666666666,2825912.8
ABC.AX,-0.11706377550993592,-1.8583298252015032,-0.009036144578313195,705642.8
ADR.AX,-inf,-inf,0.0,1107816.0
AHZ.AX,,,,
ADY.AX,0.4999904761904762,7.937102747404569,1.0,721804.2
ADT.AX,-0.24576502004042608,-3.9013987439146365,-0.028301886792452855,183684.8
ADJ.AX,,,,
ABV.AX,-0.5000476190476191,-7.938009862139791,-0.20000000000000004,22789.25
ADX.AX,-inf,-inf,0.0,9777929.2
AER.AX,-0.5000571428571428,-7.938161047928992,-0.1666666666666666,5725.0
AEI.AX,-1.2839783652831391,-20.382524659958612,-0.14814814814814817,151491.6
AFL.AX,0.010195232887015479,0.16184430466458022,0.0,53923.2
AEB.AX,,,,
AFR.AX,-inf,-inf,0.0,374985.2
A1G.AX,-inf,-inf,0.0,326563.2
AFT.AX,,,,
AFP.AX,0.5491671130058322,8.71775765537242,0.03617571059431516,7401.8
AGL.AX,0.5112291788202691,8.115511620709206,0.030590717299577967,3153794.4
AGJ.AX,-inf,-inf,,0.0
AGR.AX,0.28122375717860865,4.464288745546884,0.09999999999999995,221073.2
AHL.AX,,,,
A1M.AX,0.25458484641582785,4.041409147091124,0.09677419354838718,77629.6
AGI.AX,-0.3207626095245729,-5.091948568140829,-0.03658536585365844,215757.2
A40.AX,,,,
AHQ.AX,-inf,-inf,0.0,4259259.8
AGS.AX,0.8651752066054854,13.734230623062247,0.11764705882352934,28181.8
AGE.AX,-inf,-inf,0.0,12247266.6
A4N.AX,-0.43034276502968566,-6.831479608706712,-0.057692307692307744,690527.2
1AG.AX,-inf,-inf,0.0,238512.0
AGH.AX,-1.0042941263073886,-15.942675008233445,-0.09803921568627448,832092.2
3DA.AX,-0.5081387348560322,-8.066452343688297,-0.09523809523809532,297232.6
ABR.AX,-0.11613495592637915,-1.8435852714158767,-0.015306122448979605,875755.4
ADN.AX,-0.2491902640848974,-3.955772807442893,-0.03125000000000003,4295386.2
AAR.AX,-0.500095238095238,-7.9387657910858085,-0.10000000000000009,639434.0
AGG.AX,0.6346512693575747,10.074776567829659,0.07518796992481193,13133.6
ADO.AX,0.21197816560714722,3.36504905743306,0.05263157894736847,6562701.0
AGX1.AX,0.5037016374562049,7.996015606110811,0.025337837837837898,10426.0
AHX.AX,0.5576173576910447,8.851901131100727,0.07812499999999989,42296.8
ADI.AX,0.12690692028657496,2.014584904388251,0.010204081632653145,248228.6
ADV.AX,-inf,-inf,0.0,4146363.2
AGY.AX,-0.8641544926205562,-13.718027290879157,-0.18181818181818185,7711913.8
AHK.AX,,,,
AAJ.AX,-0.19130033863527562,-3.0367987305082838,-0.1666666666666666,407723.4
AHY.AX,-0.1416359750376577,-2.2484013998987673,-0.006944444444444451,358569.2
AFA.AX,-inf,-inf,,0.0
AHN.AX,,,,
AIA.AX,-1.0982765857380141,-17.43460029976736,-0.04258443465491924,466674.0
ACP.AX,-inf,-inf,0.0,28333.333333333332
AD8.AX,-0.7948901642392779,-12.618490165130504,-0.07105943152454777,285900.6
AEE.AX,,,,0.0
ABW.AX,,,,
A3D.AX,-0.8649509202315959,-13.730670187255615,-0.14285714285714296,496544.0
AC8.AX,-0.2365853095687801,-3.755675357821332,-0.06250000000000006,732052.0
AGD.AX,-0.8656795585199037,-13.742236961495108,-0.09523809523809519,125246.2
AAC.AX,0.8650565824434325,13.732347522868595,0.017391304347826105,472138.8
AAP.AX,-inf,-inf,0.0,15325.25
ABX.AX,-0.5001047619047618,-7.938916976875012,-0.09090909090909087,133860.8
AHF.AX,-inf,-inf,0.0,2619717.4
