,14D.AX,1ST.AX,3PL.AX,4DS.AX,5GN.AX,88E.AX,8CO.AX,8IH.AX,8EC.AX,8VI.AX,9SP.AX,ACB.AX,A2B.AX,ABP.AX,ABL.AX,AEG.AX,ABT.AX,ACS.AX,ACQ.AX,ACF.AX,ACR.AX,ACW.AX,ACU.AX,AD1.AX,ADA.AX,ADH.AX,1AD.AX,ADD.AX,ABC.AX,ADR.AX,AHZ.AX,ADY.AX,ADT.AX,ADJ.AX,ABV.AX,ADX.AX,AER.AX,AEI.AX,AFL.AX,AEB.AX,AFR.AX,A1G.AX,AFT.AX,AFP.AX,AGL.AX,AGJ.AX,AGR.AX,AHL.AX,A1M.AX,AGI.AX,A40.AX,AHQ.AX,AGS.AX,AGE.AX,A4N.AX,1AG.AX,AGH.AX,3DA.AX,ABR.AX,ADN.AX,AAR.AX,AGG.AX,ADO.AX,AGX1.AX,AHX.AX,ADI.AX,ADV.AX,AGY.AX,AHK.AX,AAJ.AX,AHY.AX,AFA.AX,AHN.AX,AIA.AX,ACP.AX,AD8.AX,AEE.AX,ABW.AX,A3D.AX,AC8.AX,AGD.AX,AAC.AX,AAP.AX,ABX.AX,AHF.AX,AEF.AX,AFG.AX,AFI.AX,AGM.AX,ABA.AX,AEV.AX,A200.AX,AGVT.AX,AAA.AX,ACDC.AX,4CE.AX,360.AX,1AL.AX,3DP.AX,A2M.AX
14D.AX,1.0,0.005596886934341247,-0.09229343998740504,0.08425909378032337,0.03597375941914491,-0.01420326783266643,0.028878269239738397,0.095751349722597,-0.002731694530421129,0.061373250274794046,-0.07953637519814818,0.02061220726815434,0.14375040113255566,0.06439372040499265,,0.1471395304766595,,,0.1928074711162547,0.031411616344827156,0.15496524888615207,0.01051679421736261,-0.021262043778821647,0.010697107457888998,0.07616552332873706,0.004193475505825585,0.106289206109468,-0.013751258334652941,0.052285954711419634,0.11606995056045508,,-0.03557117888165922,0.09352002595371983,,-0.004202903559598546,0.03332739261345052,0.11471807967581421,-0.02348922784500308,-0.043759717249506676,,0.002243462048432854,-0.07243184842171803,,-0.10702880957339313,-0.02527630356846999,-0.025788869181704747,0.02920090713353576,0.010305948092734014,-0.07468648854690577,0.09390486095682675,,0.07379707857247235,-0.06530033186557228,0.11859740613705534,0.028701941383547973,0.028011806172669,0.009223419581409657,0.11930935918469213,0.1021409295491193,0.11737100910774473,0.11491350093031967,0.0931371694289306,-0.014015348736046688,0.039821616021966086,0.07533298463084695,0.019472913533358973,-0.0849898708318225,0.05031833424625077,,-0.23935083407923005,0.046478698118964934,0.10065222351899845,,-0.02231589873359154,0.06869012356382435,0.05247056284966914,-0.27354824947064177,,-0.007764657958588378,0.08034596732252462,0.02189775715228208,-0.02545355945200075,0.18186343623241702,0.0769897074257115,-0.031311400817210046,0.048934138399902787,0.0013296392790348578,0.022521714018067834,0.15974791230294974,0.00801447764611281,0.14923442599956144,0.02004266378802574,0.012916189119677561,0.14395949848129797,0.09202080992259454,0.05781482127830548,0.11300006411295002,-0.015367919647004518,-0.02474264754028148,-0.04102681894294359
1ST.AX,0.005596886934341247,1.0,-0.009920299149502598,0.026124159811198023,0.20785425618660938,0.14875876351717632,0.04700015128768481,0.004963462518984458,-0.00020088335740878235,0.03823672460197109,0.05857722620606674,-0.09251497329385276,-0.03398050080134991,0.11883946329172164,,0.11999403519672566,,,0.025771321186223523,-0.003222981213332373,0.02607329522499495,0.004615668830323845,-0.010512395614730042,-0.031329935493406805,0.02430757658589129,0.02652774791052096,0.07950065297597057,-0.054535338593236775,0.06888443285085373,0.07814818091287327,,0.055819281766578764,-0.0286075546260026,,-0.02464042831495242,0.1094398167804634,-0.06514241986320125,-0.09899712361834341,0.007848061227826643,,-0.03280636737784904,0.15978246742654426,,-0.15477323211034624,0.004561510543609806,0.10620197887772044,0.03059324604980961,-0.017158887761365135,-0.06439788305276788,0.04527098328415477,,0.06414788175678046,0.006104547224589623,0.0190831354793502,0.07653218451776797,-0.04422407138120138,0.016341775938734638,0.04126210090678035,-0.12281318087065658,0.05117728197586574,0.2096589364238849,0.06335139141879476,-0.12821781843993696,0.06807960339049361,-0.13933125974531765,0.0029356389577959337,-0.10052254765279718,-0.05330970970881182,,0.005870751556457126,-0.021083208763319886,-0.07157462596012343,,-0.04467176327833311,-0.0019408573839916066,-0.05947784151549963,-0.2553798495687727,,-0.024447601830888666,-0.0016702963942109574,-0.039643558425789635,0.11088637303782121,-0.0291131774164297,0.01841731252374482,0.12558260967568943,-0.009714019781144731,4.4634097899550195e-05,0.02795886000492071,0.07843910480100796,0.19511188409483046,0.0,0.055814397225686936,-0.0793970950285886,-0.0072590968855695565,0.015448061194763026,-0.0015035624342165362,0.01760525112723883,0.001981782219566873,0.04740413270263139,0.0278127603886803
3PL.AX,-0.09229343998740504,-0.009920299149502598,1.0,0.11040918228439364,0.07933753715658963,-0.043429914533176205,-0.018357150311264177,-0.022143949436622488,-0.040616632211222685,0.003233330548412409,-0.008948650958665368,-0.049567314308800695,0.0004252049904571463,-0.028510582903130674,,-0.0008062459977664641,,,0.023917689037132924,0.04269460598185895,-0.1036673368678948,0.03147001823545018,0.1298207354241526,-0.15367353089562785,0.0027117333578406903,0.07434385523077955,-0.017553254640836846,0.060953740358171596,-0.02710187413554613,-0.07558666707631954,,0.06616957176587838,0.04946093110536571,,0.06530918001435829,0.02059057782887485,-0.016566913763623875,0.0013284902712447704,0.011636157594259948,,-0.0890950354690061,0.03786774518385912,,0.09166944254524803,0.06531206866202477,0.0025646435508681334,0.038137737912175264,0.007389736120273022,-0.04971220217621712,0.07514810792965422,,0.03076121624455671,0.030394480590489357,-0.20125062320298923,-0.053297315414140095,-0.08962537101222207,0.14700907697929091,0.2566080580646561,0.042709677538489726,0.03852106467641625,-0.04481315382866575,-0.004594143518555991,0.10584032987316642,0.06232604621059935,0.023507986785943423,-0.018224903103892184,0.0027606532497107773,0.05282425992041656,,0.15757943040334982,0.04487471663531384,0.06374651359336178,,-0.05449064685870329,0.20663507098890663,0.12682860241650698,0.07095921168181721,,-0.0523564350291932,0.01689810965497565,-0.053871192353757744,-0.025550683185731646,-0.0800743308686597,0.04910733967116181,0.15636034415633207,-0.0030903859156610203,-0.0014359203053740206,-0.07087594475741539,-0.027459358646285226,0.0846496718479915,-0.23205026598624995,0.10731579051542221,-0.08003609443767708,0.029137265663940374,0.0634565968309177,-0.08050830874474946,0.043896278034716525,0.0655467659560254,0.1286504714184094,-0.008266092746200347
4DS.AX,0.08425909378032337,0.026124159811198023,0.11040918228439364,1.0,0.04561700476487978,-0.02222184477053421,0.09882229042614825,0.17708365879113555,-0.010669242565089287,-0.05678227053063159,-0.06830478374124223,0.013690416486035353,0.011426784371223502,0.07810746280636797,,0.0926502898360447,,,0.025034692525971666,0.023923477022384548,-0.054359142594745356,0.01260072288034643,-0.06501959133072736,0.0006811432572022278,0.11115889937863245,0.025504672280310114,0.11446967214060198,0.1080251833141933,0.1439228254957805,0.0016227484528305136,,-0.03857357138775554,0.057212083590940294,,0.06959293292192448,0.0006353134751673621,0.07773172064287473,-0.0256462501761767,0.11254631114413155,,-0.0221297596556028,0.167109286551271,,-0.1196466314921361,0.05891388322554133,0.0027862188793771913,0.13890570558954832,0.1631289448590027,-0.0007595422804439644,0.10028852047178738,,0.06700261747989039,-0.06789499273138547,-0.3480245794906205,-0.02470718525866077,0.01535333944706047,0.1503151688987817,0.03573369629082698,0.1109082473629597,0.07512868192458777,0.11373206114533634,-0.0034456808970446764,-0.1113796130224012,0.16685919280475178,-0.027225526930039483,0.08664647940448782,-0.10665043293545422,0.18103365176638386,,0.17228558959426943,0.013679433053687061,0.11313162057285381,,0.034957209066421975,0.08695522201116082,0.08719473554908018,,,0.023078984351822582,0.026548183210766137,-0.019330286738512656,0.13991342505601945,0.09136142927497677,0.08147345786600313,-0.060819107655507326,0.06030919165789572,0.12503239252981668,-0.0038072724687473565,0.17286793989445598,0.07086507619450108,0.16390164341518318,0.09020962429624979,0.008500499348081794,-0.06306151212192666,0.14864519542568216,0.04962652766414076,-0.06490900431778573,-0.059371827885773686,0.0014606618835888777,0.03863934540721393
5GN.AX,0.03597375941914491,0.20785425618660938,0.07933753715658963,0.04561700476487978,1.0,0.11877296384462449,0.17777035996077895,0.006287897263678221,0.026549497156886696,0.05919179824739518,-0.02516612350648934,-0.048294027053300444,0.1264982381789226,0.19059025151471037,,0.02514598939108187,,,0.1835099913811155,0.14786337119330364,0.01651188147440542,0.07192161770173847,0.08995975997613838,-0.06832163478122981,0.21563488447876,0.21985102658534722,0.12858891118565574,0.0004604257539348132,0.25560262201466927,0.14982695631341794,,0.054618679696749294,0.25600957603099445,,0.1074345859174174,0.00989589559407138,0.047828520395136576,0.06348081819728467,0.0674727898135166,,0.09723473288546948,0.1391572401148382,,0.05535753054669734,0.25449180892579293,0.02390154552057117,-0.02204441299421015,-0.14122685117608633,0.04348833885259652,0.10738981946409581,,0.030466660219897978,0.018635520741084266,0.2705162878717516,0.10953059281596889,0.02567404867629056,0.22134878738099115,0.12957438671908533,0.24364370009427083,0.056108877454677554,0.1508473330122144,0.07215829047312161,-0.043816596183859115,0.14496148369734935,0.12001178789031063,0.18179633727281544,0.03528051219497806,0.11718942203055788,,-0.02461208589105132,0.1264013851944834,-0.05434513750035414,,0.20217718433744278,-0.04891355634232942,0.2314188279997429,0.14157482306341837,,0.014761140570703062,0.18706383371518256,0.02003752470309194,0.06575264081194478,-0.05835102469596456,0.09596953239870148,0.1084134987618607,0.22007245024857267,0.2498027326037641,0.09677779378504706,-0.011070554864598616,0.2256838822836724,0.023558047343083952,0.36948025423709124,-0.005750549599545248,-0.03744850257825573,0.2541062243672057,-0.03461119387147674,0.2165674967806073,0.018791961415800335,0.07569102503491779,0.17027049069777214
88E.AX,-0.01420326783266643,0.14875876351717632,-0.043429914533176205,-0.02222184477053421,0.11877296384462449,1.0,-0.012408012224001543,-0.008539785095348145,-0.00674640637231601,0.07016548005110232,-0.055748947372536724,-0.14291898716380638,-0.08724753586786507,0.046597354378210984,,-0.05456033011041598,,,-0.01534937134270172,0.039136331431719205,0.0010244183865879438,0.0742662147289019,-0.05446280919219683,-0.14229107191734575,0.026328666051164087,0.08925297202319786,0.043577642913994394,-0.15241433299647175,0.011617651134888685,0.026921629378399224,,0.07172742878540833,0.09339892418857106,,-0.051096086759917066,0.017470549772546955,0.03823306245825261,0.009131242923165507,0.01248179964148922,,0.0639864179563187,-0.01006883648187072,,0.057203203873712936,0.0630452591322948,-0.00898939707896462,0.050622631584980184,0.1572902370400403,-0.012064053706698191,-0.028199049009516686,,0.04107575652501272,-0.08342790765376651,-0.012798443803844452,0.05317883066404178,-0.02298496222079002,0.02401454167395951,0.04394535180136578,0.01037384658674652,0.07388409774162623,0.09534413138535579,-0.08641230297343189,0.061489468199841885,0.055146172264854826,-0.06109914307748648,0.06255817291992423,-0.007441803216621016,-0.010492597674141652,,0.5682575707077437,0.08918109323042671,0.14102429024439322,,0.05300987315507908,0.02252238774602405,0.07515875190133768,0.03955938860646185,,0.06147948425085501,0.07609004991663133,-0.024057382360186827,0.01186111659496086,0.014103410964333828,0.003824154119878998,0.0073117581280774235,0.1228318193200677,0.0728593395292534,0.08657998233979876,-0.07543632357659094,0.03184852774911626,-0.008723311939885254,0.03011740708517284,0.03950686994281458,0.0011401775018649067,-0.030416283316835078,0.01667955776490199,0.0011887546519487111,0.30510742874684166,-0.03654403370001437,0.012474728965067248
8CO.AX,0.028878269239738397,0.04700015128768481,-0.018357150311264177,0.09882229042614825,0.17777035996077895,-0.012408012224001543,1.0,0.004791404040578701,0.09618101934783183,0.0700260271641289,-0.07611735589416925,-0.01500385906234063,0.14711071920932736,0.07363261945188249,,0.1144558325423678,,,0.08439475987056769,0.08553746973043648,-0.06562013784885323,0.1370860165305556,0.02568568615000061,0.002144493814339719,0.1873928625317927,0.11577851259366423,0.08186292460348324,-0.08619310501845068,0.14529954075324736,-0.045832009681335176,,-0.031146620583854628,0.09914782541297527,,0.05557267929250532,-0.1362026963243055,0.007975632315659632,0.1371283849663775,0.1198846186232457,,0.012351864147788438,-0.020818177966043166,,0.08317994743888561,0.11448589444362837,-0.030509939097231754,0.050483685629977695,0.008060391941746937,0.10077690265609963,0.16448633192522447,,-0.059613209242339704,-0.004902720759859803,-0.03313262538342489,0.11670482490143233,-0.010011826555762281,0.05959844395469148,0.0975209241818699,0.08250244865202401,0.19016758265610637,-0.1935735113693059,0.05757527966363062,-0.137788399325544,0.04008750851114671,-0.04361596219920936,0.062321634021221727,0.00580940365266501,0.134855365803171,,-0.17506017305530394,0.09490197780388483,0.033757197069541965,,0.11537919293335734,-0.0527814904343016,0.23532100787683202,0.14521969864120726,,0.14414535896341993,0.06054993840168499,-0.0028605379092461313,0.05609682932519777,-0.04445489057361653,0.016195580111665896,0.08032431435549445,0.16933296217915572,0.14256041058986027,0.05729964621800781,0.09513539846127848,0.14997426862916016,0.00024029919620847774,0.23790759415595683,0.07226595611471866,-0.011552969636975186,0.2293643195037595,0.03075817930257331,0.12123714424545654,0.035944724955992186,-0.027084396996192004,0.05620649970425075
8IH.AX,0.095751349722597,0.004963462518984458,-0.022143949436622488,0.17708365879113555,0.006287897263678221,-0.008539785095348145,0.004791404040578701,1.0,-0.08441296689390208,0.06529161466119804,-0.04126842583253511,0.007404931885750048,-0.013850468709108681,0.06289378538688599,,0.019974297513261186,,,-0.08603205676592249,0.03676245153134465,0.06535050263968227,0.02920613325887997,-0.05874819316895707,0.014774371650648842,0.03224096124774272,-0.02515429922022182,-0.02762305274374361,0.04779978703551955,0.04256155897843369,-0.026213191189697994,,0.006242901139964535,-0.009275813731161806,,-0.018874599696736733,0.09594604851932359,0.03444340977298345,0.03222086233561992,-0.017294647791765344,,-0.012690249920754616,-0.021872127848392986,,0.013766308279342679,0.011375788993837893,0.0025437420814375575,0.04978213671954592,-0.02477144458519554,-0.00769222902752471,-0.12306522738959999,,0.08278219797395199,-0.021465209240852084,-0.09692951044086603,0.04399130800778149,0.058666228451568894,0.03200109773389673,0.06780769558890298,0.028614054253975355,0.06106441370810826,0.040018006006468335,0.000631420223851417,0.03278004980152462,-0.024543638365136747,0.012604396006403585,0.02202330072421968,0.04128153546635467,0.10817329778174253,,0.014671323377073955,0.0001242829483273865,0.023324093543135468,,0.05656021273591242,0.13715300838234332,-0.015119598455520158,-0.5213897054947885,,0.020220900432182286,-0.018916537633772736,-0.007819182273575895,0.08712505872873359,0.21044173216254156,0.009355382633754473,0.04538931713142682,-0.07086610480167826,0.041190617297599576,0.15333993263825485,-0.04544542213268723,-1.0287620244384775e-05,0.15804450464350547,0.07252904601028314,-0.02678119898885273,-0.13151175269940119,0.06870659226346347,0.11163452550433212,0.016726841831214503,-0.017473327981605946,0.010035206276442695,0.03071978724233284
8EC.AX,-0.002731694530421129,-0.00020088335740878235,-0.040616632211222685,-0.010669242565089287,0.026549497156886696,-0.00674640637231601,0.09618101934783183,-0.08441296689390208,1.0,0.03542984768927407,0.08296029226100037,-0.13073151632008886,-0.061528336486905935,0.00642281858990216,,0.014549046598909949,,,-0.027760721513543158,0.033551260179202076,-0.03331898126182714,-0.003791883338274078,0.06758171222191044,-0.01804880153413119,0.04856893537229345,0.027512328689888416,-0.06819327504799035,0.030595445395817662,-0.009347342677974185,0.02610791023333654,,-0.00816443664680218,-0.057116473659505215,,-0.08128915747192957,0.016401715932900737,-0.06567948966027994,-0.03837587732518121,-0.03905190288024231,,-0.00010495266216217978,-0.05486894320696074,,0.04835572715592076,0.008365192782059832,-0.0017706748442298254,0.07710691627949524,-0.01062404646613969,0.09006442151971132,0.03146017264620865,,-0.010288686892707085,-0.008708604567743427,-0.04914227215217981,-0.010090307164490032,-8.002241024222768e-05,0.05411340334673538,0.12826871112669183,-0.03624688885955956,0.01615698200847219,0.066455056983046,0.020469233399368878,0.0025266912627261223,0.03405245966742804,0.028550573608406776,0.020468399054675332,0.003470059768805131,-0.016521538721136167,,-0.02013303072346573,0.002819023552448644,-0.0021125376003142205,,0.012990540490300228,-0.27689376373828173,0.010130333609420407,0.0643073825677092,,0.030728740162847986,0.052559635863071344,0.038428683116577586,-0.05207321069022177,0.00390244993458857,-0.06353276861762082,-0.03915019896977248,-0.02171129532752965,0.05334087061197557,0.03250731093226233,0.04679598709221966,0.08240795812501646,-2.6918636597994513e-19,0.044205763569499325,-0.002799130866992339,0.039957891817411696,-0.04626396984872006,0.0032841187881914183,0.04122907472855942,-0.004788980508233228,-0.004449639200910245,0.08135802359724907
8VI.AX,0.061373250274794046,0.03823672460197109,0.003233330548412409,-0.05678227053063159,0.05919179824739518,0.07016548005110232,0.0700260271641289,0.06529161466119804,0.03542984768927407,1.0,0.027096281066664053,-0.037087022461790416,0.025124783210051654,0.18023439927517457,,0.06336772551586649,,,0.14525797569529172,0.1435642927796246,0.0025474318908134358,0.017861068589954354,0.09643383908697523,-0.013481312403641414,0.10320414527338415,0.05117020189990354,0.00817093677054535,-0.041425121649433606,0.11279240341014582,-0.046142279492633304,,0.04011362437396627,-0.09224658770967177,,0.09032972417078677,0.12949340355118164,-0.04564547268645671,0.08325600470695435,0.08388635911399939,,-0.023424593145927323,-0.13737605856440416,,0.0011429009530586997,0.05002481828245493,0.14879215553600897,-0.006013354617647216,-0.041220596227701585,0.0037735989837787594,0.06078231568186035,,0.0431225110341088,-0.007606026937483285,-0.24720776529689217,0.14905064589750044,0.028712644609134814,-0.0011492658381192804,0.10431470227490801,0.10779656262205417,0.00040109278426437407,0.08948121691545392,0.04318190188625459,0.07212070946163819,0.02661734473510333,0.08646674453962747,0.1007107988483911,-0.018475175462502616,-0.0057435047945396025,,0.03610419451365284,0.11308497915303004,-0.03917823202885249,,0.10032704146081947,-0.02347129226574191,0.09032738157151614,0.16998750508388893,,0.01563345690519072,0.034053986205874465,0.049337892431172294,0.07852352148096162,0.14439346613132015,-0.007313644333272717,0.017638257764183294,0.10977902356267279,0.04985336345805707,0.048354763645621114,-0.0005897875638784687,0.16798411930437143,0.08314694713904726,0.0874018783335777,0.004638954701323812,-0.05474727421444439,0.07860508830213611,0.05633461846588597,0.05162687865848709,0.0024324781477891803,-0.04573627120616769,-0.04007046861042936
